Id,WhiteElo,BlackElo,Result,WhiteCastlingConsiderationTurn,BlackCastlingConsiderationTurn,WhiteBestMoveAtConsiderationTurn,BlackBestMoveAtConsiderationTurn
3578,2577,2564,1-0,4,"6,7,8,9,10",c2c4,"c7c6,e6d5,b8c6,d5d4,e8g8"
3579,2448,2517,1-0,"7,8,9,10,11,11","8,10,11,12","e2e3,f1d3,g5e7,e1c1,e1g1,e1g1","h7h6,g7g6,e8g8,a7a5"
3585,2567,2502,1-0,"10,11,11",7,"e1g1,e1c1,e1c1",e8g8
3588,2482,2622,0-1,"4,5,6",7,"b5a4,e1g1,e1g1",b7b5
3581,2564,2425,1-0,15,"9,10,11,12,13",e1g1,"g6f5,g7g6,e8g8,e7f5,e7g8"
3586,2409,2513,1-0,"5,6,7,8","5,6,7","c4b3,e4d5,c4b3,d3d4","d6d5,e6d5,c7c5"
3587,2481,2501,0-1,"7,8","8,9,10,11,15","c3d4,d3e2","c6d4,b6d4,a7a6,d4e5,d4e3"
3592,2592,2562,1-0,6,6,e1g1,e8g8
3589,2522,2526,1-0,"11,12,13,14","6,7","h4e7,e1g1,f3e5,e1g1","h7h6,c7c6"
3595,2649,2583,1-0,6,5,e1g1,e8g8
3594,2354,2596,0-1,7,7,e1g1,e8g8
3597,2530,2575,0-1,6,6,c2c4,e8g8
3593,2548,2519,0-1,"6,7",11,"d2d4,d2d4",e8g8
3596,2498,2685,0-1,5,6,c2c3,d8c7
3591,2567,2524,0-1,11,"7,8,9,10,11",e2d4,"d4c3,b4c5,c8e6,e8g8,e8g8"
3590,2535,2424,0-1,"9,10,11,12,13,13,14,15",-,"e1g1,c1d2,e1g1,a1c1,e1g1,e1g1,b3c2,e1g1",-
3598,2542,2501,1-0,9,10,e1g1,c6c5
3601,2578,2584,0-1,13,"8,9,10,11,12",e1f1,"f5g4,g4f3,b6d4,h7h5,g7g6"
3602,2599,2485,1-0,"7,8,9","6,7,9,10,11,12,13","c4d5,d5c6,e1d1","d5e4,f3d1,g8f6,f6d5,h7h5,e4f6,f7f6"
3603,2545,2460,1-0,"7,8,9,10,11",5,"d4d5,c4d5,f3d2,a2a4,e1g1",c7c5
3600,2567,2458,1-0,"9,10,11,11,12,12","7,8,9,10,10","d1c2,d1c2,e2f4,e2f4,e1g1,e1g1","e8g8,b8d7,b8d7,d7b6,d7b6"
3599,2600,2573,1/2-1/2,7,"6,7,9,10,11,12,13,14,15,15",f3d2,"e8g8,e8g8,h7h5,e8g8,h3d7,f6e4,h3f1,a7a6,d7b5,d7b5"
3605,2503,2428,1-0,4,10,e1g1,d8b6
3606,2661,2610,0-1,5,6,d2d4,c7c5
3608,2590,2577,1-0,4,"7,8",d2d3,"d5d4,d5e4"
3609,2511,2405,1/2-1/2,"7,8",4,"f3d4,d4c2",c7c5
3604,2658,2646,1/2-1/2,"10,11,12,13","12,13,14,14,15","e1g1,e3c5,b2b4,e1g1","c5d3,d8b6,a8c8,a8c8,g7g5"
3611,2621,2623,0-1,7,5,d2d4,d7d6
3612,2568,2723,0-1,"5,6,7,8",8,"e4e5,c4b5,e1g1,c2c3",e8g8
3613,2504,2344,1-0,"8,9","7,8","c1e3,e1g1","b4c3,d7d6"
3610,2574,2527,1-0,"5,6,7,8,9",11,"b5e2,b5e2,e4e5,f3d4,e1g1",e6e5
3615,2546,2665,0-1,8,7,d2d4,c7c5
3614,2805,2386,1-0,"6,7,8",8,"d4d5,b1c3,d4d5",e8g8
3616,2585,2492,1-0,"8,9,10,11,12,12",12,"f3e5,f3d4,d4f3,c1e3,e1c1,e1c1",c8e6
3607,2670,2597,0-1,"10,11,12","7,8,9,10,11,12,13,13,14,14,15","g5h4,h4g3,e1g1","a5c7,a5c7,h7h6,f6h5,a7a6,c6e5,f6h5,f6h5,c6e5,c6e5,e8f7"
3617,2628,2556,1-0,"5,6,7,8,9,10",9,"b5c6,f3e5,e5f3,h2h3,d2d3,e1g1",e8g8
3622,2517,2517,0-1,-,"13,14,15",-,"b5b4,e8g8,c5c4"
3618,2688,2666,1/2-1/2,"6,7","9,10,11,12,13,14,15","c1g5,c1g5","e8g8,h7h6,a7a5,c8a6,c7c5,a8c8,c5d4"
3619,2585,2622,1-0,12,"6,7,8,9,10,11,11,12,12",e1g1,"g8f6,g8f6,g8f6,g8f6,f8d6,d5a5,d5a5,e8g8,e8g8"
3620,2437,2572,0-1,12,"7,8,9,10,11,12,13,14,15",e1f2,"h6f5,d5d4,c6c5,c8d7,c8d7,g7f8,a6a5,c8b7,d5d4"
3626,2685,2588,1-0,"8,9",10,"f3d4,e1g1",e8g8
3623,2518,2663,0-1,8,"8,9,10,11,13,14,15",e1g1,"g8h6,g4f3,c5d4,c5d4,c5d4,c5c4,c5b4"
3621,2532,2543,0-1,"7,8,12,12","8,9,10,11,12,13,14,14,15,15","d1e2,d4b3,e1c1,e1c1","c5e7,d7d6,b7b5,e8g8,b7b5,b5b4,b5b4,b5b4,b5b4,b5b4"
3628,2423,2516,0-1,"9,10","4,5","c4d5,e1g1","d7d6,e8g8"
3630,2511,2479,0-1,6,7,c4d5,d5d4
3625,2441,2514,0-1,"7,8,9","9,10","c1f4,f4e3,d1e2","c6a5,g4h5"
3631,2602,2640,1-0,4,10,e1g1,d5c4
3624,2408,2525,1/2-1/2,"7,8,9,10","11,12,13,14,15","c3d4,c1h6,a3c2,e1g1","c6a5,f5d4,g6f5,d7e6,f5f4"
3633,2656,2654,0-1,6,11,e1g1,e8g8
3627,2634,2584,0-1,"7,8,9,10,11,12","4,5,6,7,8,9,10,11,12,13,14,15,15","b2c3,d3b5,c1d2,d3e2,f3h4,e1g1","d7d5,f6e4,e4c3,c7c5,b8c6,c5c4,b8c6,b8c6,c8f5,c8d7,c8e6,e8c8,e8c8"
3629,2661,2622,1-0,8,"7,8,9,10,11,12,13,13,14,14",e1g1,"b8d7,h7h6,e8g8,f6d7,c5e7,d8f6,e8g8,e8g8,e8g8,e8g8"
3637,2509,2443,1-0,"8,9,10","4,5,6","d2c3,d1c2,d4d5","b4e7,b8c6,b4c3"
3634,2532,2390,1-0,"9,10,11,12,13",6,"d3c4,c4d3,c3e4,c3e4,e1g1",b8d7
3632,2621,2545,0-1,4,"9,10,11,12,13,14,15",e1g1,"f7f6,c5d4,b7e4,d4c3,e7g6,c7b6,a8c8"
3638,2590,2513,1-0,7,"9,10,11",d1e2,"e6e5,c8d7,a7a6"
3635,2552,2616,0-1,6,"10,11,12,13,14,15,15",e2e4,"c8e6,b8d7,f7f5,f7f5,b8d7,e8c8,e8c8"
3640,2523,2564,0-1,13,-,d4a7,-
3641,2506,2359,1-0,10,-,c3d5,-
3639,2623,2500,1-0,"5,6,7,8",4,"d2d4,b1c3,h2h3,a2a4",e7e5
3636,2590,2562,1-0,"11,12,13,13","7,8,9,10,10","g1f3,f1c4,b3a4,b3a4","e7e5,e4c3,d8d5,e8c8,e8c8"
3647,2438,2601,0-1,6,6,c2c4,e8g8
3642,2556,2421,1-0,"4,5","14,15","e1g1,e1g1","e8g8,d6c5"
3644,2591,2580,1-0,"11,12,13,14,15,15",10,"f1g2,c3d5,e1c1,d2d8,d2c3,d2c3",e8g8
3646,2535,2611,1/2-1/2,"12,13,13,14,14,15,15",-,"c3c4,c2e4,c2e4,g5e3,g5e3,a2a3,a2a3",-
3649,2506,2707,0-1,4,4,c2c4,e8g8
3648,2427,2552,0-1,7,6,e1g1,c7c6
3651,2637,2685,1-0,9,9,c1g5,e8g8
3650,2518,2550,1-0,6,"12,13,14,15",g1f3,"b8d7,f5e3,b8d7,c8e6"
3643,2457,2517,0-1,"9,10,11,11,12,12",9,"h2h3,h2h3,h2h3,h2h3,e1g1,e1g1",h7h6
3653,2483,2501,0-1,10,8,e1g1,b8c6
3645,2503,2534,0-1,8,"8,9,10,11,12,13,14,15",d1f3,"c5d4,a7a5,g7g5,e8g8,f6g4,g5h4,d8f6,d8e7"
3656,2448,2543,0-1,6,5,e1g1,e8g8
3654,2488,2675,0-1,8,"5,6",e1g1,"d7d5,d5c4"
3658,2540,2644,0-1,8,7,e1g1,b8c6
3660,2402,2526,1-0,5,4,d2d4,c7c6
3652,2549,2402,1-0,"8,9,10,10,11,11,12,12,13,13",7,"f3e5,h2h4,e3d4,e3d4,d4e5,d4e5,e5g3,e5g3,f3e2,f3e2",f6h5
3655,2681,2562,0-1,7,"8,9,10,10",e1g1,"d5h5,b8c6,e8c8,e8c8"
3659,2595,2572,1-0,"10,11",10,"d2f1,e1g1",a7a5
3661,2598,2814,0-1,8,8,c4c5,e8g8
3657,2420,2533,1/2-1/2,"9,10,11,12,13,14,14","6,7,8","e1g1,e1g1,d1c1,a3b4,c1e3,e1g1,e1g1","e8g8,b8c6,e8g8"
3663,2536,2554,0-1,8,"4,5",h2h3,"d7d6,e8g8"
3666,2586,2583,0-1,7,6,e1g1,e8g8
3664,2894,2718,1-0,"10,11,12",-,"f4e5,c4e3,a2a3",-
3670,2547,2728,1-0,"5,6,7,8",8,"e4d5,e2b5,b2c3,d2d4",e8g8
3662,2524,2625,0-1,"7,8,9,9,10","12,13,14,15","d1e2,e1g1,d3e4,d3e4,e1g1","d8c8,b8d7,d7f6,b7b5"
3668,2743,2537,0-1,"10,11,11","5,6,7,15","c1h6,h2h4,h2h4","b8c6,c6d4,d4e2,b6c6"
3665,2648,2531,0-1,"14,15,15","7,8,9,10,11,12,13,14,15","c3b5,f3g5,f3g5","h7h6,a7a6,e7g8,b8d7,b8d7,b7b6,e8g8,e8g8,d7f6"
3667,2541,2507,0-1,"9,10,11,11","6,7,8,9,10,11,12,13,14,14,15,15","e2d2,f1d3,e1g1,e1g1","c8f5,c5b6,b8c6,e8g8,f5d3,c7c5,c5c4,c5d4,c5d4,c5d4,c5d4,c5d4"
3673,2519,2496,0-1,"7,8,10",4,"c1e3,h2h4,e1g1",d7d5
3669,2675,2463,1-0,"7,8,9,10,11,12,13,14,15",6,"f4d6,c2c3,h2g3,e4e5,c2c4,e5f6,d1e2,d3e4,e4c2",d6f4
3672,2451,2528,1-0,"9,10","8,9,10,11","d1e2,e1g1","f7f5,h5f4,e8g8,e8g8"
3671,2445,2508,0-1,"7,8,9,9","8,9","h2h3,d1e2,e1c1,e1c1","b8d7,e8g8"
3675,2519,2517,0-1,11,"12,13,14,14",b1a3,"e8g8,e8g8,c4b3,c4b3"
3678,2664,2485,1-0,5,9,f3h4,g7g5
3677,2532,2568,0-1,"11,12,12",11,"h2h4,e1f2,e1f2",g7g5
3679,2491,2524,0-1,8,"8,9,10",e1g1,"e8g8,b4d6,e8g8"
3676,2601,2477,1-0,8,"4,5,6,7,8,9,10",e1g1,"b4e7,b7b6,b4d2,d7d6,e6e5,c8g4,e8g8"
3680,2772,2785,1/2-1/2,-,-,-,-
3674,2565,2519,0-1,"7,9,10,11,13","7,8,9","e1g1,c4b3,f2f4,e1g1,h1g1","c6e5,c6e5,d7d5"
3683,2677,2729,0-1,"7,8","4,5","d4d5,f2f3","d7d6,e8g8"
3685,2660,2578,1/2-1/2,"6,7,8,9,10,11,12,13,14,14",5,"e1g1,f3e5,g2c6,e5c6,c6e7,d1a4,d4c5,c1e3,f2f3,f2f3",e8g8
3682,2597,2616,0-1,7,6,e1g1,e8g8
3687,2701,2654,0-1,5,"4,5",c2c4,"d7d5,d7d5"
3681,2431,2571,0-1,"11,12,12,13","9,10","e1g1,a1d1,a1d1,e1g1","d5d6,e8g8"
3684,2619,2444,1-0,"11,12,12,13,13",8,"f1d3,g2g3,g2g3,e1c1,e1c1",e8g8
3690,2432,2610,0-1,8,-,d4b3,-
3686,2427,2552,0-1,"10,11,12,13",14,"h2h4,f2f3,e2c3,h1h4",e8d7
3692,2589,2616,1/2-1/2,"4,5,6,9,10","5,6,7,8,9,10","e1g1,d2d3,e4e5,e4d5,d1b3","e5d4,c5b4,b4d2,d7d5,f6d5,e8g8"
3695,2391,2503,0-1,"4,5","5,6,7,8","f3g5,c2c3","d7d6,a7a5,a7a5,e8g8"
3694,2556,2476,1-0,6,7,e1g1,e8g8
3691,2503,2521,1-0,"5,6,7","10,11","e1g1,b4b5,e1g1","c5d4,a8a5"
3688,2333,2702,0-1,"9,10,11,12,13,14,15",7,"e3e4,e1g1,d1f3,e5f3,d3b5,h4e7,c4d6",h7h6
3693,2681,2707,1-0,-,"11,12,14,15,15",-,"f7f5,d5f6,d7d5,b4c5,b4c5"
3699,2456,2567,0-1,-,4,-,d7d6
3697,2623,2730,0-1,"7,8",8,"c1e3,d1d2",e8g8
3698,2544,2658,0-1,8,"7,8",c1f4,"e8g8,b8d7"
3689,2613,2543,0-1,"9,10,11,11","7,8,9,10,11,12,12,13,15","d3f5,c3e2,a2a4,a2a4","d8b6,e7e6,g6f5,e7e6,f6d7,a6b4,a6b4,c6c5,e8e7"
3696,2536,2413,1-0,8,"9,10,11,11,12,12",e1g1,"g4f3,d6c7,d6c7,d6c7,d6c7,d6c7"
3701,2883,2869,0-1,-,"10,11,12,13",-,"e7f6,f6g5,a8b8,c6e7"
3700,2369,2502,1/2-1/2,"4,5","13,14,14,15","d2d4,c2c4","g8e7,d7d1,d7d1,h7h6"
3702,2651,2596,0-1,7,8,d4c5,c5c4
3706,2473,2605,0-1,5,"4,5",f3e5,"d7d6,d7d6"
3705,2447,2517,1-0,12,7,e1c1,e8g8
3709,2499,2512,0-1,"4,5",5,"d2d4,b1c3",e8g8
3704,2494,2587,1-0,10,"7,8,9,10,11,12",e1g1,"e8g8,a6c7,h7h5,c7d5,d5f4,d6f4"
3710,2718,2695,0-1,9,7,e1g1,e8g8
3708,2549,2483,0-1,"10,12,13",-,"g5e3,g4e2,e1c1",-
3703,2573,2542,0-1,"10,11,12,13,14,15","12,13,14","f4e5,c4e3,h2h3,f3g3,b3c5,e1c1","e6d5,h7h5,d7c8"
3712,2580,2545,1-0,7,4,d2d4,c7c5
3714,2432,2600,1-0,6,"5,6",e1c1,"c7c6,h7h6"
3713,2511,2512,0-1,8,"9,10",d2d4,"h7h6,g7g5"
3707,2502,2548,0-1,"6,7,8,9,10,11,12,12,13,13","7,8,9,10,11,12,13,14,14","h2h3,h2h3,b1c3,d3g6,b1c3,c1e3,g5e3,g5e3,e1c1,e1c1","g4d7,h5g6,h7g6,d6b4,f7f6,b8a6,b8a6,e8c8,e8c8"
3715,2559,2417,1-0,7,"13,14",b2b3,"d8c7,c5e7"
3711,2604,2466,0-1,"13,14,14","13,14,14,15","a2a3,e1c1,e1c1","b5b4,d7c5,d7c5,e7d8"
3717,2527,2500,1/2-1/2,"14,15",4,"f3d4,e1g1",d7d5
3716,2512,2530,0-1,9,"6,7",e1g1,"b8c6,c8g4"
3719,2663,2549,1-0,11,"5,6,7",e1g1,"c7c5,b4c3,a7a5"
3721,2560,2328,0-1,9,10,e1g1,c7c5
3722,2683,2708,0-1,"9,10",-,"g4f4,b1c3",-
3723,2801,2476,1-0,4,"6,7,8,9,10",c2c3,"c5d4,d7d5,f6e4,c6d4,c8e6"
3724,2390,2510,0-1,"8,9","4,5,6","c4d5,d2b4","b4e7,d7d5,e8g8"
3720,2437,2565,0-1,"11,12,13,14,15,15","10,11,12,13,15","e2c4,c4e2,d2d3,g1f3,e1g1,e1g1","d5c4,d7b6,d7e5,e7f5,b4c3"
3725,2623,2581,0-1,"11,12","8,10,11","b2c3,e1g1","f6d5,d5c3,e7c5"
3728,2720,2734,0-1,6,7,e1g1,d5d4
3718,2411,2545,1-0,"7,8,9,10,10,11,11,12,12,13,13,14,14,15,15","5,6,7,8,9,10","c2c4,c2c3,d1e2,e1g1,e1g1,e1g1,e1g1,c3d4,c3d4,e1g1,e1g1,f3e5,f3e5,e1g1,e1g1","b7b6,c8b7,g7g5,b8c6,b8d7,g7g5"
3727,2521,2518,0-1,5,"6,7,8,9,10",c2c3,"a7a6,c5b6,e5d4,b6a7,e5d4"
3726,2504,2620,1-0,"5,6","8,10,11","d2d3,e1g1","c6e5,d8d6,e8g8"
3730,2792,2584,0-1,6,5,f3e5,c7c5
3732,2429,2530,1-0,-,9,-,d7d6
3729,2504,2548,1-0,"8,9,10",5,"c4d5,c3d5,d1c2",e8g8
3734,2498,2530,0-1,8,8,e1g1,e8g8
3737,2616,2586,1/2-1/2,-,-,-,-
3733,2621,2510,0-1,"8,9",9,"d1c1,f3d2",e8g8
3736,2508,2502,1-0,9,7,e1g1,e8g8
3735,2688,2839,0-1,"12,13,13","10,13","a2a4,a2a4,a2a4","g7f8,e8g8"
3738,2370,2536,0-1,6,7,d2d3,e8g8
3731,2662,2574,1-0,"5,6,7,8,9,10,11",-,"c4f7,f3g5,d1g4,g4e6,e6c8,c8d8,e5f7",-
3740,2437,2551,0-1,7,6,d4d5,e8g8
3739,2675,2483,1-0,"7,8,9",8,"b5d7,d4c5,d2b3",e8g8
3742,2514,2523,1/2-1/2,12,"9,10",e1g1,"b6b7,e8g8"
3741,2592,2609,0-1,"12,13,14,15","14,15","d5d3,f1g2,b2b3,d3d2","e7g5,e7g5"
3746,2380,2519,1-0,9,6,g3g4,e7e5
3744,2435,2619,1-0,"11,12,13","4,5","d3c2,c3e2,e1g1","d7d6,e7e5"
3748,2593,2451,1-0,"4,5","6,7","b5a4,e1g1","b7b5,e8g8"
3745,2507,2529,0-1,"10,11,12","4,5,6","d4d5,e2g3,e2g3","d7d5,b4a5,d7d5"
3743,2580,2573,1-0,6,"11,12,13,13,14,14,15,15",e1g1,"b5b4,f6h7,e5d3,e5d3,c7c5,c7c5,f6g8,f6g8"
3749,2538,2461,0-1,"9,10",7,"d1d2,d1d2",e8g8
3752,2514,2434,1-0,6,5,e1g1,e8g8
3747,2541,2615,1-0,4,"8,9,10,11,12,13,14,14",d2d3,"h7h6,e7f6,f6c3,e8g8,e6d5,e8g8,e5f4,e5f4"
3754,2515,2459,0-1,"6,7",7,"c1f4,e1g1",e8g8
3750,2553,2507,0-1,"7,8,9","12,13","c2c4,b1c3,e4e5","d6e5,d7e5"
3755,2521,2605,0-1,8,8,e4e5,a7a6
3751,2557,2555,1-0,"10,11,12,12,13,14,15",8,"d1b3,d1b3,e1g1,e1g1,d4e5,h4e7,e4h7",d6g3
3753,2645,2634,1-0,5,"8,9,15",e1g1,"g7g6,d5c4,e8c8"
3756,2973,2661,1-0,12,"13,14,15",d1d2,"f4g4,e8g8,g4f4"
3760,2426,2531,0-1,"4,5,6","6,7,8","b5a4,e1g1,a4c6","d7d6,c5a7,c5a7"
3761,2389,2515,1/2-1/2,5,"4,5",d2d3,"d7d6,d7d6"
3759,2538,2523,0-1,"4,5,6","7,8,13,14","b5d7,e1g1,d2d4","c5d4,g8f6,c6d4,e8g8"
3758,2416,2538,0-1,10,"7,9",e1g1,"b4c3,d8a5"
3764,2600,2625,1-0,6,6,d2d4,d7d6
3765,2550,2456,1-0,"8,9,9",6,"f1c4,a4c2,a4c2",e8g8
3766,2525,2583,0-1,8,8,e1c1,c8g4
3767,2674,2741,1-0,"10,11,12,13,14",4,"d4e5,f3e5,e5c6,f4g3,e1g1",e8g8
3769,2340,2503,0-1,"8,9","6,7,8,9,10","e4d5,e1g1","b7c6,e8g8,c6d5,e8g8,e8g8"
3768,2359,2559,0-1,"8,9",8,"f4d6,g3d6",d6g3
3762,2532,2505,1-0,"4,5","9,10,11,12","e1g1,e4e5","c5d4,f7f6,e8g8,a8b8"
3763,2606,2626,0-1,"11,12,13","12,13,13,14,14","e1g1,e1g1,b2b4","b8d7,d7c5,d7c5,f7f5,f7f5"
3757,2549,2431,1-0,"14,15","4,5,6,7,8,9,10,11,14,15","b5d3,f2f3","f6g8,d7d6,d6e5,e5d4,g7f8,c8g4,d8d5,b8c6,f5e4,e4c2"
3770,3083,2820,1-0,7,7,e1g1,a7a5
3773,2540,2545,1-0,"7,8,9","4,5,6","d4d5,c1e3,d4d5","d7d6,e8g8,e7e5"
3776,2519,2543,0-1,10,-,g5f4,-
3772,2543,2424,0-1,"12,13","5,6,7,8,9,10,13","c3d5,d4e2","f6e4,e4g5,e7e6,e5d4,c7c6,e8g8,b8c6"
3771,2461,2535,1-0,"9,10,11,12","12,14,15","d5d2,f3g5,d2d5,e1c1","e8c8,a8d8,e8g8"
3775,2449,2532,1-0,"6,7,8,9,10","13,14,15","e1g1,e1g1,d1f3,c4b5,a2a3","e8g8,h5g4,b3a1"
3777,2539,2450,1-0,11,"4,5,6,7,8",e1g1,"d7d5,b4c3,d5e4,e6e5,e8g8"
3774,2563,2564,0-1,"8,9,10,11,12,13,13,14,14,15,15",6,"a2a4,f1d3,a2a3,f1e2,e1c1,c3d5,c3d5,e4d5,e4d5,e1g1,e1g1",e8g8
3780,2372,2572,1/2-1/2,"5,6,7",8,"f3d4,d4c6,c2c4",h7h5
3778,2609,2517,1-0,"8,9,10","7,8,9,10","e4d5,e1g1,e1g1","e8g8,e6d5,b7c6,e8g8"
3781,2841,2931,1-0,9,10,d3e2,e8g8
3783,2623,2543,1-0,7,"7,8",c1e3,"e8g8,e8g8"
3786,2518,2537,0-1,12,"10,11,11",e1g1,"d8e7,e8g8,e8g8"
3779,2455,2512,1-0,"7,8,9,10","5,6,7,8,9,10,11,12,13","c3e4,f1d3,f1d3,a1b1","d7d5,h7h6,h7h6,d5a5,a5b4,b4a5,d6d8,e7d5,g7h6"
3782,2608,2470,1-0,"9,10,11,12,12","8,9,10","d1f3,c1f4,e4f6,e4f6,e4f6","e8g8,a8b8,e8g8"
3787,2606,2432,1-0,"5,6","8,10","e4d5,d3b5","d8c7,e8g8"
3784,2526,2376,1-0,"4,5,6,7,8,9,10,11,12,13,14,15",5,"c2c3,d2d4,e1g1,f3e5,d2d4,a2a4,d4d5,d5c6,c4d5,e2e4,e1g1,f4e5",e8g8
3788,2519,2555,1-0,9,9,h5g4,d8e7
3789,2454,2517,1-0,10,"6,7,8",e1g1,"b7b6,d7d5,e8g8"
3785,2531,2523,1-0,"11,13,14,14","6,7,8,9,10,11,11,12,12,13,13","f3d4,c2d3,d3d5,d3d5","f6e4,e4c3,d8e7,d7d6,e4c5,e4d2,e4d2,f5d3,f5d3,e8c8,e8c8"
3791,2344,2821,0-1,10,9,e1g1,f6h5
3794,2571,2537,1/2-1/2,10,9,e1g1,e8g8
3793,2557,2396,1/2-1/2,"6,7",9,"c4b5,e1g1",c6a5
3792,2430,2565,0-1,6,"7,8",d1e2,"e5d4,e5d4"
3790,2449,2503,0-1,"10,11,12,13","13,13","f3e5,c1f4,g5d2,e1g1","a8d8,a8d8"
3796,2550,2538,0-1,11,"8,9",a2a3,"b4c3,e8g8"
3795,2750,2674,1-0,"4,5,6","7,8,9,10","e1g1,b5a4,d2d4","e5d4,d7d5,d7d6,d7d6"
3798,2359,2514,0-1,"8,9",-,"b3a4,g1f3",-
3797,2520,2467,1/2-1/2,"7,8,9,10",5,"h2h3,a4a5,a4a5,e1g1",e8g8
3800,2707,2540,1-0,"8,9,10","5,6","d4c5,g2g3,e1g1","e8g8,e8g8"
3799,2574,2413,1-0,"10,11,12",13,"g4g5,c3d5,e1c1",e8g8
3803,2535,2425,0-1,11,12,c2a4,e8g8
3802,2532,2390,1-0,"7,8",8,"g5e7,e1g1",a5c7
3808,2610,2571,0-1,6,4,e1g1,c7c6
3807,2578,2573,1-0,5,6,c2c4,d7d5
3806,2648,2477,0-1,-,"12,13,14,15",-,"c8f5,c3f6,e4c3,b4c3"
3809,2516,2609,1/2-1/2,5,4,c2c4,d7d5
3810,2552,2588,0-1,5,5,d2d4,e8g8
3805,2505,2462,1-0,"7,8,9,10,11,12,13,14,15",6,"b2b4,b2b4,b4b5,e1g1,e1g1,b5b6,b5c6,b5c6,e1g1",a7a5
3804,2504,2467,0-1,"8,9","10,11,12,12,13,13,14,14,15,15","f3h4,e1g1","e8g8,g7h6,h8g8,h8g8,c5h5,c5h5,b6c7,b6c7,d7f5,d7f5"
3812,2546,2449,1-0,15,"7,8,9,10,11",c1b2,"e7e5,a5c5,a4a5,a5c7,b7b6"
3813,2587,2416,1-0,"9,10,11,12,12,13,13",13,"a4c4,e4d5,g1f3,c4b3,c4b3,e1g1,e1g1",e5e4
3815,2603,2571,0-1,"9,10",5,"e1g1,a1c1",e8g8
3811,2654,2500,1-0,"7,8,9,10,11","8,9,10,10,11,11","b1d2,e1g1,f4g3,d1e2,e1g1","e8g8,e8g8,a7a5,a7a5,e6e5,e6e5"
3801,2473,2517,1-0,"7,8,9,10,11,11,12,12,13,13,14,14,15,15","10,11,12,13,14","d4c5,d4c5,d1f3,b1d2,c3d4,c3d4,f3g4,f3g4,g4g7,g4g7,d3f5,d3f5,h8g8,h8g8","b6b2,c6b4,b6b2,d4f5,c5e3"
3814,2474,2558,0-1,5,"9,10,11",e1g1,"h7h6,b7c6,h7h6"
3818,2655,2625,1/2-1/2,7,5,e1g1,c7c5
3816,2348,2506,0-1,-,"7,8,9",-,"d8h4,h4h6,d7e6"
3822,2561,2480,1-0,"4,5,6,7,8",5,"f3g5,c2c3,e1g1,e4d5,e1g1",d7d6
3821,2554,2387,0-1,"7,8",9,"e5f6,c2c3",e8g8
3823,2554,2594,0-1,4,4,c2c4,e8g8
3820,2348,2731,0-1,11,"5,6",e1g1,"b7b6,e8g8"
3817,2588,2771,0-1,"12,13","6,7,8","h4f6,h4f6","c5d4,d7d6,c8b7"
3819,2635,2521,1-0,"5,6,7,8,9,10",10,"e4d5,d1e2,b1c3,d2d4,d2d4,c1f4",e8g8
3829,2470,2611,0-1,9,7,e1g1,e8g8
3828,2523,2541,1-0,9,7,a2a3,e8g8
3824,2736,2618,1-0,"11,12,13,14,15","4,5","c3a4,b4b5,e4e5,h2h3,f1d3","e8g8,b4c5"
3827,2540,2522,0-1,"4,5","6,7,8,9,11,11,12,12","b5a4,e1g1","f6e4,e5d4,b7b5,c8d7,e4c3,e4c3,e8g8,e8g8"
3825,2500,2433,0-1,9,"6,7,8",e1g1,"e8g8,e7e6,e7e6"
3831,2829,2800,1-0,"4,5","6,7","b5a4,e1g1","b7b5,e8g8"
3826,2471,2502,0-1,"10,11,12,13,14",10,"f1d3,g5f6,g5e7,f1e2,a4d1",b7b5
3830,2437,2537,1/2-1/2,"8,9,10",6,"a2a4,e1g1,e1g1",e8g8
3834,2681,2658,1-0,9,7,e1g1,e8g8
3833,2573,2583,0-1,"5,6","7,8,9","e4d5,e2b5","c6d4,d5c3,c6d4"
3832,2412,2505,1-0,8,"5,6,7",e1g1,"d7d6,b7b5,e8g8"
3838,2647,2522,1-0,"8,9,10,11",11,"c3d4,e5f6,e1g1,e1g1",e8g8
3837,2544,2383,0-1,9,11,e1g1,e8g8
3836,2434,2522,0-1,"8,9,12,12,13,13","12,13","f3h4,h2h3,b2b4,b2b4,e1g1,e1g1","b7b6,b7b6"
3841,2685,2655,1-0,-,-,-,-
3840,2570,2482,1-0,11,5,d2d4,b7b6
3843,2676,2305,1/2-1/2,9,7,e1g1,e8g8
3835,2453,2509,1-0,"13,14","8,9,10,11,12,13,13","d1d2,e1g1","d6b6,c6e5,e8g8,e7e5,c8g4,g4f3,g4f3"
3842,2360,2522,1-0,-,"10,11,12,12,13,13",-,"b8d7,b8d7,d6b4,d6b4,e8g8,e8g8"
3839,2726,2835,1/2-1/2,"9,10,10,11,11,12,12,13,13,14,14",7,"d1d2,e1c1,e1c1,g2g4,g2g4,e1c1,e1c1,e1c1,e1c1,c3d5,c3d5",a7a6
3845,2599,2490,1-0,10,"8,9",e1g1,"e8g8,e8g8"
3844,2471,2534,0-1,"9,10,15","11,12","d4e5,e2f3,a2b3","h4d4,f8c5"
3847,2443,2526,1-0,6,"11,12",e1g1,"b5a4,e8g8"
3848,2782,2671,0-1,"14,15","13,15","d2a5,c2d3","g6d3,f8c5"
3850,2446,2509,1/2-1/2,7,8,e1g1,c8a6
