Id,WhiteElo,BlackElo,Result,WhiteCastlingConsiderationTurn,BlackCastlingConsiderationTurn,WhiteBestMoveAtConsiderationTurn,BlackBestMoveAtConsiderationTurn
5466,2547,2381,1-0,"10,11,12,14",7,"b2c3,f3d2,c4d5,e1g1",f6d5
5459,2611,2504,0-1,"9,10,11,12,12,13,13,14,14,15,15","9,10,11,12,13","b1c3,d3c4,b1c3,a1d1,a1d1,c4d3,c4d3,g5e7,g5e7,e1g1,e1g1","d5c4,b8d7,b8d7,d8a5,f7f6"
5467,2514,2503,1-0,"7,8,9,10","9,10,11,12","d4b3,f2f4,c1e3,e1g1","e8g8,a8c8,c8c3,c7c6"
5469,2624,2614,1-0,7,9,c1f4,d8b6
5471,2385,2551,1-0,"7,8,10",9,"e5f6,d2f1,e1g1",e8g8
5472,2510,2397,0-1,7,-,e1c1,-
5465,2506,2553,1-0,"10,11,12,13,14,15","12,13,14,15","g4g5,e1g1,e1g1,h4h5,f4f5,g2h3","b8c6,b8c6,c8d8,c6d4"
5474,2335,2519,0-1,9,"4,5",a1d1,"d7d6,e8g8"
5475,2800,2503,1-0,5,6,d2d3,d8b6
5476,2612,2471,1-0,6,5,e1g1,e8g8
5468,2354,2511,1-0,"8,9,10,11,12,13","9,10,11,12,13,14,15","b1d2,h2h3,e1g1,h1f1,f3d4,e1g1","g4h5,h5g6,h7h5,a7a5,h7h5,h7h5,e4c2"
5470,2433,2618,0-1,"7,8,8,9,9,10,10,11,11","4,5,6,7,8,10,11,12,13,14,15","f1d3,h2h3,h2h3,d2h6,d2h6,h6e3,h6e3,d4e5,d4e5","d7d5,e8g8,b8d7,e8g8,g7h6,d7g4,d7g4,g4f3,f6d7,g4f3,h5h4"
5473,2537,2691,1-0,"5,6,7","6,7,8,9,10,11,12,13,13","f3e5,d2d4,e1g1","g8f6,f6d7,b7c6,d7e5,d6g6,e7e6,f8d6,e8g8,e8g8"
5477,2631,2641,0-1,"10,11",6,"f4g5,e1g1",b8c6
5480,2510,2518,1-0,6,5,e1g1,c7c6
5481,2664,2611,1-0,7,-,e1g1,-
5485,2651,2635,0-1,7,7,e1g1,e8g8
5484,2622,2520,1-0,"9,10",6,"c1b2,e1g1",e8g8
5483,2395,2501,0-1,"10,11,12,12",8,"e1g1,e1g1,e1g1,e1g1",e8g8
5487,2747,2686,0-1,7,10,e1g1,e8g8
5478,2503,2548,1-0,"7,8,9,10,11,12,12,13,13,14,14","11,12,13,14,15","c4b5,b3a4,a2b3,c1g5,e1g1,g5f6,g5f6,h4g3,h4g3,d2e3,d2e3","e8g8,g7g5,a7a6,b7b5,b7b5"
5479,2588,2556,0-1,-,"5,6,7,8,9,10,11,12,13,15,15",-,"d8b6,b6b2,c5b4,b4c3,b2c3,g7f6,d7d5,c8e6,b8d7,c3c5,c3c5"
5486,2594,2556,1-0,"12,13,14","6,7","d4d5,d5c6,d1e2","e4c2,e7e5"
5488,2398,2581,1-0,"6,7,8,9,10",11,"d2d3,d2d4,f3d4,c1e3,e1g1",d8b8
5489,2604,2578,0-1,"7,8,9","4,5","c1e3,h2h3,e1g1","d7d5,e8g8"
5490,2458,2553,1-0,7,5,e1g1,c7c5
5482,2597,2729,1/2-1/2,"11,12,13,13,14,14","8,9,10,11,12,15","g1f3,f2f4,e2g3,e2g3,e1g1,e1g1","b8c6,b4d2,d5d4,f7f5,f7f5,e8c8"
5491,2753,2805,0-1,9,"8,9,10,11,12,12,13,13",e1c1,"d8c7,b8d7,h7h6,c8b7,b5b4,b5b4,g7g5,g7g5"
5494,2527,2567,1/2-1/2,"4,5,6,7","5,6,7","d2d3,b1d2,c2c3,d2c4","d7c6,f6d7,e8g8"
5492,2373,2512,0-1,8,"11,12,13,14",e1g1,"e8g8,e8g8,d7c6,f6d5"
5493,2627,2828,0-1,11,"6,7,8,9",f2f4,"f6g4,e6e5,d6e5,g7g6"
5498,2483,2504,1-0,"9,10,11,12,13,14,15","7,8","e1c1,e3d4,h2h4,h4h5,a2a3,g4g5,f3f4","a7a6,e8g8"
5499,2553,2483,0-1,"9,10",14,"e2f3,b1c3",h7h6
5501,2537,2674,0-1,"4,5,6,7,8,9,10","7,8,9","b5a4,e1g1,a4b3,b1c3,c3d5,c2c3,e1g1","d7d6,h7h6,c8e6"
5500,2650,2717,1-0,"4,5,6,7,8","7,8,9,10,13","e1g1,d2d3,h2h3,b1c3,c1e3","b7b6,e7e5,d7f8,d7f8,e8g8"
5496,2524,2370,1-0,"8,9,10,11,12,13,14,15",-,"h3f4,d2d3,b3b7,e1g1,b7b3,h3e6,c3d5,e6d5",-
5495,2487,2674,1-0,"9,10,14","6,7,8,9,10,11,12,13","e2e3,c2b1,g2g4","d6c7,c7a5,h7h6,h7h6,d8b6,b6b2,d4c6,d6c6"
5502,2737,2642,1-0,12,"11,12,12",h3h4,"h7h5,e8g8,e8g8"
5505,2544,2309,0-1,-,4,-,d7d5
5503,2493,2593,0-1,"13,14,14,15,15",-,"b5d3,b5d3,b5d3,h2h4,h2h4",-
5504,2360,2522,1/2-1/2,"7,8","4,5,6,7,8","e1g1,e1g1","c7c5,e8g8,e8g8,e8g8,e8g8"
5497,2512,2457,1-0,"4,5,6,7,8,9,10,11,12,13,14,15","8,9,10","d2d4,f3d2,c2c4,c2c4,b1c3,b1c3,d1a4,c2b1,c2a4,b3a4,a2a3,e2b5","d8d5,d5g5,c6b4"
5506,2530,2421,0-1,10,"6,7,8,9",e1g1,"b4c3,f6e4,e8g8,d7d6"
5507,2890,2844,1-0,"4,5,6,7",6,"d2d4,d1a4,a3c4,d2d4",c7c5
5509,2504,2531,0-1,7,7,d2d3,e8g8
5510,2573,2584,0-1,6,6,e1g1,e8g8
5511,2649,2550,1-0,15,8,d1a4,e8g8
5512,2493,2635,0-1,6,15,e1g1,c8h3
5515,2811,2763,0-1,6,6,d1a4,e8g8
5514,2425,2543,1-0,14,13,d1e2,e8g8
5517,2518,2610,1-0,7,"7,8",c1d2,"e8g8,e8g8"
5518,2501,2524,1-0,7,"9,10",d1e2,"d5c4,b7b5"
5513,2350,2514,0-1,14,"4,5,6,7,8,9",d1f3,"b4c3,b7b6,c8b7,h7h6,h7h6,d8e7"
5516,2916,2663,1/2-1/2,"9,10,11,12",8,"e2e3,g1f3,d6d2,f1e2",e8g8
5522,2606,2564,1-0,7,4,e1g1,d7d5
5520,2523,2566,1-0,8,9,h2h3,d5c4
5521,2595,2629,0-1,7,7,b2b4,d7d6
5524,2671,2548,1-0,8,8,e4d5,e8g8
5508,2484,2514,1-0,"5,6,7,8,9,10,11,12,13,14,14,15,15","6,7,11","e2e3,e2e3,g4g5,e2e4,a2a3,f4g3,a2a3,a2a3,a2a3,f3g4,f3g4,e1c1,e1c1","c7c5,f6g8,b8c6"
5519,2815,2581,0-1,"9,10,11,12,13,14,14,15,15","8,9","c4f1,b1c3,e1g1,e1g1,e1g1,a3b4,a3b4,c2c3,c2c3","d5b6,e5e4"
5525,2666,2634,0-1,"11,12",9,"d1d2,d1d2",h7h6
5523,2636,2508,1-0,"8,9,10,11","7,8,9","b2b4,a1b1,e1g1,e1g1","h7h5,a7a6,e8g8"
5526,2536,2616,0-1,8,"6,7,8",e1g1,"b7c6,f6g4,f6g4"
5528,2446,2546,0-1,5,14,e1g1,a6a5
5527,2507,2364,0-1,"8,9,9","6,7,8,9,10","c4d5,c4d5,c4d5","b8d7,e8g8,d5c4,d5c4,d5c4"
5534,2627,2397,1/2-1/2,9,"4,5,6,7",e1g1,"d7d5,d7d5,a8a1,d7d5"
5529,2660,2686,1-0,"5,6,7,8,9,10,11","7,8,9,11,12,12,13,13,14,14,15,15","c2c4,c2c4,e3e4,h2h3,e1g1,e5g6,e3e4","d8c7,g4f5,f6d7,b8d7,d5e4,d5e4,f6e4,f6e4,b6b3,b6b3,b6b3,b6b3"
5535,2574,2598,0-1,6,9,e1g1,e8g8
5530,2515,2563,1-0,"7,15","8,9,10,11,11,12,12,13,13,14,14,15,15","c2b3,f4e3","d7e5,f6d7,g6g5,e7e5,e7e5,d7e5,d7e5,f5e6,f5e6,h6h5,h6h5,e8g8,e8g8"
5532,2455,2627,1/2-1/2,"4,5,6,7,8","5,6,7,8,9,10,11,12,13,14,15","f3g5,c2c3,c3e2,e1g1,c1e3","e8g8,d7d6,c8e6,c8e6,f7e6,c5e3,c5d4,e6e5,d4c3,e8g8,c5a7"
5538,2534,2370,0-1,4,7,c2c4,e8g8
5536,2652,2795,1-0,14,-,e1g1,-
5533,2563,2665,0-1,10,"11,12,13,14,14,15,15",c1d2,"e8g8,d7f6,g7g6,e8g8,e8g8,e8g8,e8g8"
5540,2548,2631,0-1,6,"9,10",c4d5,"b7g2,e8g8"
5539,2444,2512,1-0,"10,13,14,15",9,"a1d1,b3b5,a3d6,c3a4",e8g8
5542,2540,2386,1-0,"5,6,7,8,9",4,"c2c4,c2c4,c2c4,e1g1,e1g1",d7d5
5531,2538,2493,0-1,"4,5,6,7,8,9,10,11,12,13",15,"e2e4,d2d4,b1c3,f3g5,h3h4,b1c3,c3e2,g5f3,f3h4,a2a3",g6g7
5537,2678,2735,1-0,"11,12,13","8,9","a6b7,b7c6,e1g1","b6b7,b4b7"
5541,2522,2395,1-0,"7,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15","4,5","c1e3,h2h4,d4d5,d4d5,h2h3,h2h3,g2f3,g2f3,h3h4,h3h4,h6g7,h6g7,h6g7,h6g7,b5a6,b5a6","d7d6,e8g8"
5545,2588,2489,1-0,6,"14,15",f3e5,"d5c3,d6e5"
5546,2502,2516,0-1,"11,12,12","13,14","e1c1,f3e5,f3e5","e5f3,a5b3"
5544,2494,2615,1-0,"7,8,9,10,11,12,12","7,8,9,11,12","e2e3,f1d3,g5h4,h4e7,g1e2,e1g1,e1g1","h7h6,h7h6,e8g8,d7f6,e8g8"
5547,2527,2419,1/2-1/2,"7,8,9",4,"e1g1,b4c5,e1g1",d7d5
5550,2508,2447,0-1,"9,10,10",8,"d1e2,d4c5,d4c5",b7b6
5543,2494,2500,0-1,8,"7,8,9,10,11,12,13,14,15",d3d4,"d5d4,b8c6,c8a6,d5d4,d5d4,e6f5,d8c8,d8c8,b7a6"
5551,2443,2505,0-1,8,"7,8",h2h3,"e8g8,e8g8"
5552,2633,2443,1-0,"9,10","8,9,10","e1g1,e1g1","f6e4,e7b4,e8g8"
5554,2572,2648,0-1,6,5,e1g1,e8g8
5555,2429,2603,0-1,"6,7",4,"e1g1,e1g1",d7d6
5549,2657,2731,1-0,"11,12,13,14,15","5,6","d4c5,f4e5,b2b4,d1d4,e1g1","b8a6,f6h5"
5553,2688,2625,1/2-1/2,-,"7,8,10,11",-,"g4f3,d5d4,e8c8,c2a1"
5548,2526,2560,0-1,8,"11,12,13,14",d1e2,"e8g8,h7h5,h5g4,c8c3"
5556,2522,2532,0-1,6,14,d1a4,c6a5
5560,2435,2583,0-1,7,"5,6",e1g1,"c7c5,e8g8"
5561,2819,2967,1-0,4,"7,8",d2d3,"c6e5,e8g8"
5559,2549,2420,1-0,10,9,f3e5,f6h5
5558,2649,2647,0-1,4,"8,9,10",c2c4,"f5h7,f6d7,e8g8"
5557,2607,2635,1-0,12,"9,10,11",c1a3,"c6c5,e8g8,e8g8"
5564,2472,2552,0-1,"14,15",6,"b3a4,g1e2",b4c3
5567,2509,2566,0-1,6,6,e1g1,e8g8
5565,2600,2537,1-0,11,"12,13,14,15",d3d4,"e4d3,f5d3,d8d3,b4e7"
5570,2503,2508,0-1,7,6,e1c1,e8g8
5568,2626,2679,0-1,"7,8,9,10,11",4,"c1e3,d4d5,h2h3,e2f3,a1c1",d7d6
5566,2573,2487,0-1,6,"11,13,14,15",e1g1,"c8e6,e7d8,g6f5,d4g7"
5572,2464,2501,1-0,"10,11,15",8,"d3b5,c3e4,e1g1",e8g8
5569,2553,2505,1-0,"9,10,11,12,13,14,15,15","9,15","b1c3,c2c3,c4d5,d3c4,c4e2,b1c3,c3e2,c3e2","h8h6,a6c7"
5562,2513,2523,1-0,"11,12,13,14,15","7,8,9,10,11,12,13,14,15","e5d4,e1g1,h2h3,e2d4,d4f5","e7e6,d7c6,a5c5,f8e7,f8e7,f8e7,g4f6,h5h4,d7f5"
5571,2832,2393,1-0,12,6,c1e3,e8g8
5573,2670,2733,1-0,4,"7,8",d2d3,"c6e5,e8g8"
5575,2482,2643,0-1,"7,8,10,11,12,13",4,"c1e3,d4d5,e3g5,g5h4,h2h3,f2f4",d7d6
5574,2371,2567,1/2-1/2,"9,10,11,11,12,12,13,13,14,14","9,10,11,12,12","f3e5,d2f3,f4d6,f4d6,e1g1,e1g1,e5f3,e5f3,e5d3,e5d3","g4f3,f8d6,d7d6,e8g8,e8g8"
5563,2542,2415,1-0,"7,8,9,10,11,12,13,14,15","9,10,11,12,13,14,15","h2h3,d2d3,g3g4,g3g4,f2f4,e4d5,f2f4,e2f4,d3d4","h7h6,e8g8,d5e4,d4c6,c5c4,d5e4,c5d4"
5579,2571,2507,1-0,7,"4,5",c1e3,"d7d5,e8g8"
5578,2505,2321,1-0,"8,9,10,10",10,"e1g1,e1g1,e1g1,e1g1",b7b5
5576,2558,2637,1-0,7,"8,9,10,11,12,13,14,15",e1g1,"c5c4,e8g8,e8g8,c6d4,b7c6,d5e4,e7f6,f6c3"
5583,2583,2458,1-0,8,7,c1e3,e8g8
5577,2670,2655,1-0,5,"7,8,9,10,11,12,12,13,13,14,14,15,15",b1c3,"c6d4,e8g8,e7d5,e8g8,d8d7,e8g8,e8g8,g7b2,g7b2,b2g7,b2g7,b7b6,b7b6"
5584,2523,2464,1-0,-,"7,8",-,"c7c5,d8a5"
5581,2511,2492,0-1,"6,7,9",8,"e4e5,e1g1,e1g1",c8g4
5580,2639,2366,1-0,5,"8,9,10,11,12,13,13",e1g1,"b7b5,c5d4,c5d4,e8g8,c8b7,e8g8,e8g8"
5586,2519,2388,1-0,"10,12","7,8","c3d4,e1g1","c7c5,e8g8"
5582,2397,2589,0-1,"10,11","8,9,10,11","b2b3,f3d2","c5c4,a8b8,c6a5,e8g8"
5588,2576,2514,0-1,"9,10",5,"e3d4,f3e5",c7c5
5590,2515,2468,0-1,7,"4,5",c1e3,"d7d6,e8g8"
5587,2301,2528,0-1,10,"12,13,14,15",e1c1,"f5d4,b7b5,d4c6,c5e3"
5589,2752,2599,0-1,10,8,e1g1,e8g8
5585,2569,2631,1/2-1/2,"11,12","11,12","a5c3,e1c1","f7f6,e8c8"
5591,2600,2594,1-0,"4,5","6,7,8,9,10,11","b5a4,e1g1","b7b5,e8g8,c6a5,f6d5,c7c6,a5b3"
5592,2849,2790,0-1,9,9,e2b5,e8c8
5596,2571,2613,1-0,"7,8","10,11","d4f3,e1g1","e5d4,e8g8"
5593,2354,2530,0-1,"8,10","10,11,12,13","e3d4,c1d2","d5c3,d5c3,d8d1,a8d8"
5594,2521,2497,0-1,"8,9",11,"g5d2,g2g4",b5b4
5595,2685,2758,1-0,9,"11,12,13,14,14",e1c1,"d6f4,d8e7,b8d6,e8c8,e8c8"
5597,2532,2581,1-0,"6,7","9,11,11","e4d5,e1g1","g4d7,e8g8,e8g8"
5599,2519,2510,1-0,5,"5,6",b1c3,"e8g8,e8g8"
5602,2449,2667,0-1,"5,6,7",5,"f4h6,g1f3,e2e3",e8g8
5603,2549,2377,0-1,"8,9",10,"e2f4,d2f3",h7h6
5600,2515,2419,0-1,"7,8,9,9,10,10,11,11,12,12,13,13,14,14",7,"c1e3,d1d2,e1c1,e1c1,e1c1,e1c1,e4e5,e4e5,c3d5,c3d5,c2c3,c2c3,e1g1,e1g1",b8c6
5598,2658,2382,1-0,"12,13,14,14","11,12,13,14,14,15,15","c1e3,d1e2,d4b3,d4b3","c6d4,c6d4,c6d4,c6d4,c6d4,b6d4,b6d4"
5601,2419,2529,0-1,"7,8,9,10,11,11,12,12",10,"e1g1,e1g1,d4e5,e4d2,e1c1,e1c1,e1g1,e1g1",e8c8
5607,2430,2544,1-0,"4,5,6","7,8","d2d3,d3e4,e1g1","b7c6,e8g8"
5606,2852,2802,1-0,-,"6,7",-,"f6d7,d6e5"
5609,2532,2495,0-1,10,"7,8",c1e3,"f6h5,e8g8"
5611,2547,2456,1-0,4,6,c2c4,e8g8
5605,2540,2421,1-0,"7,8,9,10,11,15",7,"h2h3,c3b5,f3g5,e2f3,b5d4,b5a7",a5f5
5608,2653,2770,0-1,9,"7,8",e1g1,"c8e6,h7h5"
5610,2637,2410,1-0,7,7,c2c3,b8c6
5613,2596,2544,1-0,7,8,c1e3,a7a6
5616,2672,2542,1-0,"4,5,6",-,"f3g5,e4e5,d1e2",-
5604,2494,2552,0-1,"5,6,7,8,9,10","8,9,10,11,12,13,14,15","d2d3,d2d3,h2h3,h2h3,e1g1,e1g1","d6d5,g4h5,d8a5,c4d3,d5e4,f6e4,h5g6,e8g8"
5617,2505,2679,1/2-1/2,7,6,e1g1,e8g8
5615,2478,2503,1-0,"6,7",8,"b1c3,h2h3",b8c6
5614,2482,2502,1-0,"9,10,11",-,"e2c4,h1g1,e1c1",-
5612,2824,2783,1/2-1/2,"9,10,11",13,"b5d7,c5b6,e1g1",b7b6
5621,2487,2500,0-1,7,5,e1g1,e8g8
5620,2538,2474,0-1,9,5,c4d5,e8g8
5622,2515,2399,0-1,7,6,d2d3,d7d6
5619,2394,2526,0-1,5,7,c2c4,b8d7
5624,2554,2608,0-1,"5,6",7,"d2d3,e1g1",h7h6
5623,2482,2541,1-0,"6,7,8,9,10",-,"d1e2,c4f7,f3e5,e5g4,g4f6",-
5629,2561,2606,1-0,6,4,d2d4,c7c5
5625,2342,2522,0-1,"6,7","11,12,13,14,15","c2c3,c1f4","g6d3,d8b6,e4f6,e4d2,e8g8"
5631,2550,2541,0-1,-,-,-,-
5626,2787,2711,1/2-1/2,"9,10,10,11,11,12","10,11","e1g1,h2h4,h2h4,e1f1,e1f1,e1f1","b7b5,e8g8"
5618,2567,2452,1-0,"6,7,8,9,10,11,12,13,14,15,15","10,11,12,13,14,15","h2h3,e2f3,h2h4,h2h4,h2h4,g5f6,f4g5,h4g3,d1b3,b3c2,b3c2","e7d6,e7d6,f6d7,h6g5,d8b6,a5c6"
5632,2529,2494,0-1,7,-,f2f4,-
5627,2537,2575,1-0,8,"9,10,11,12,12,13,13,14,14,15,15",a2a4,"d8c7,b7b5,h7h6,d7f6,d7f6,f6d7,f6d7,g7g6,g7g6,e5d7,e5d7"
5628,2488,2568,0-1,"12,13,14,15,15","6,7,8,9,10,11,11","e1g1,c4d5,d1c2,e1g1,e1g1","c5b4,h7h6,c5b4,c5b4,c5b4,c5b4,c5b4"
5634,2330,2513,0-1,"5,6,7",7,"b2b3,c1b2,b1d2",e8g8
5633,2417,2521,1-0,8,"7,8",e1g1,"c6c5,e8g8"
5636,2519,2540,1-0,10,"4,5,6,7,8",e1g1,"d7d5,f6d5,d5c3,c7c5,e8g8"
5635,2739,2627,0-1,15,12,b1b2,g8e7
5630,2446,2641,0-1,"6,7,8,9,12,13","8,9,10,11","e2d4,c1f4,e2d4,c3b5,e1g1,a1b1","c5d4,d7d5,a5b4,d4c3"
5640,2566,2792,0-1,7,6,b2b4,a7a5
5642,2460,2547,1-0,8,5,d4d5,a7a5
5641,2480,2520,0-1,4,"13,14,15",d2d4,"d5b4,c5d3,h7h6"
5639,2513,2460,1-0,"7,8,9,10,11,12,13,14","4,5","e1g1,c1g5,g5e3,e3d2,e4f5,h2h3,f3h4,e1g1","d7d6,e8g8"
5637,2556,2337,1-0,"8,9,10,11,12,12,13,13,14,14",6,"g1f3,g5f4,h2h3,g1f3,e1g1,e1g1,d3f5,d3f5,e1g1,e1g1",h7h6
5644,2438,2530,1/2-1/2,7,5,d4c5,e8g8
5638,2349,2511,1-0,"8,9,10,11,12,12",11,"b1c3,b1c3,c3e4,c4e6,h2h4,h2h4",e6c4
5645,2503,2416,1-0,"6,7",7,"d1c2,d1c2",b7b6
5647,2666,2365,1-0,"10,11,12",11,"d5f6,g5f4,e1g1",e8g8
5649,2456,2505,0-1,"4,5,6,7,8",8,"b5a4,e1g1,c2c3,c2c3,e1g1",e8g8
5650,2838,2865,1/2-1/2,5,5,c2c4,d7d5
5646,2710,2703,1-0,"6,7",8,"b1c3,d3c2",e8g8
5648,2490,2565,0-1,"12,13,14,15",5,"e1c1,c4d5,e1c1,e3c5",a7a6
5643,2455,2579,0-1,"9,10,10,11,11,12,12,13,13,14,14,15,15","7,8,9,11,11","d1b3,g3d6,g3d6,h2h3,h2h3,e1g1,e1g1,c3c4,c3c4,c4d5,c4d5,b3d5,b3d5","h7h6,e7g6,h5h4,e6e5,e6e5"
5651,2776,2672,0-1,"7,8,9,10,11,12,13,13",5,"d4c5,e4e5,c3d5,d1e2,d3e4,c1e3,c2c3,c2c3",e8g8
5653,2611,2718,1-0,-,"4,5,6,7,8,9,10",-,"d7d5,e8g8,d8a5,a6c5,c5a4,d7d5,e8g8"
5654,2766,2624,1-0,9,9,h2h3,d8b6
5655,2421,2548,1/2-1/2,"8,9",10,"d4e5,e1g1",e8g8
5652,2490,2592,0-1,"7,8,9",10,"a2a4,b3a2,d2d4",c6d4
5658,2588,2710,1-0,7,8,e1g1,e8g8
5657,2550,2574,1-0,8,7,e1g1,d8e7
5659,2494,2692,1-0,4,11,e1g1,a8c8
5656,2537,2534,1-0,-,"6,7,8,9,10,11,12,13",-,"f6g8,c6c5,b6c4,c6c5,c6c5,e6h3,e7e6,b6c8"
5661,2415,2551,1-0,"4,5,6,7,8,9,10,11",10,"f3g5,e4d5,c4b5,g5f3,d1e2,d3c4,f3d4,c1e3",c7c6
5660,2637,2603,0-1,"4,5,6,7,8,9",10,"c2c3,b5a4,d2d4,c3d4,a4c2,a2a4",c6a5
5663,2367,2521,1-0,"7,8,9",9,"d3c4,c4d3,e1g1",e8g8
5665,2536,2506,1-0,13,12,e1g1,e8g8
5662,2594,2624,1-0,"13,14,15","5,6,7","d3e2,g3h5,g3h5","e5e4,e8g8,c6e5"
5664,2707,2583,0-1,"9,10,11,12","12,13,14,15","b5c6,d2c4,c4e5,e1g1","b6d4,a8c8,d5f6,f8c5"
5669,2660,2498,1-0,8,8,e1g1,e8g8
5667,2458,2521,1-0,4,"9,10,10,12,12",d2d4,"d8d7,d4c3,d4c3,e8g8,e8g8"
5671,2483,2636,0-1,5,-,c3e4,-
5666,2657,2678,1-0,"10,11,12,13","6,7,8","d3b5,b5d3,c3b5,e1g1","e7e6,e8g8,e8g8"
5673,2513,2495,0-1,7,"4,5",d1c2,"b4e7,d7d5"
5668,2656,2633,1-0,"7,9,10","14,15","b5d7,b5c3,e1g1","h8g8,d8d4"
5670,2476,2533,0-1,"9,10,11,13,13",8,"f3d2,a2a4,f3d2,e1g1,e1g1",c8g4
5676,2540,2465,0-1,"9,10","13,14,14,15,15","c3d5,g2d5","d8d5,c5d4,c5d4,c6a5,c6a5"
5672,2513,2546,0-1,6,"12,13,14,15",e1g1,"g7f6,f6f5,e5e4,a8b8"
5675,2684,2612,1-0,"8,9",7,"e1g1,e1g1",b8c6
5679,2662,2537,1-0,9,"4,5",f3h4,"c7c5,e8g8"
5681,2819,2720,1-0,-,14,-,e8g8
5677,2521,2463,0-1,"4,5,6,7,8,9,10,12,13,13,14,14,15,15",15,"b5a4,e1g1,d1d4,f3d4,c1e3,c1f4,f4d6,b1d2,e5e6,e5e6,f4g3,f4g3,e1g1,e1g1",h7h5
5674,2583,2471,1-0,"13,14,15","12,13,13,14,14,15","g4g5,h4g5,f3h1","f6e4,h6g5,h6g5,h8h1,h8h1,f6d7"
5684,2600,2617,1-0,6,5,e1g1,e8g8
5682,2517,2614,1-0,9,5,e1g1,e8g8
5685,2421,2515,1-0,7,6,e1g1,e8g8
5678,2533,2648,0-1,8,"8,9,10,11,12,13,14",e1g1,"e8g8,b7b5,f7f5,a7a5,h7h5,e8d7,e8d7"
5680,2821,2781,0-1,"12,13,13,14,14,15,15","10,11,12,13,14,15","d1b1,e1g1,e1g1,e1g1,e1g1,e5c4,e5c4","d8b6,d7a4,b8a6,d7b5,d7b5,b4d2"
5687,2625,2555,1-0,9,5,g3d6,e8g8
5683,2433,2572,0-1,"7,8,9,10,11,12,12,13,13,14,14,15,15","4,5","e1g1,c1e3,e1g1,c4d5,c1g5,d5c6,d5c6,c4b3,c4b3,g5e3,g5e3,b3d1,b3d1","d7d6,e8g8"
5686,2612,2808,0-1,6,"7,8,9",c2c4,"d5b6,c7d6,b8c6"
5690,2543,2417,1-0,"4,5","6,7,8,9","b5a4,e1g1","f6e4,e4c5,d7c6,c5d3"
5692,2528,2780,0-1,6,6,d1e2,e8g8
5693,2626,2559,1-0,"7,8",4,"e1g1,e1g1",e8g8
5688,2533,2451,1-0,"9,10",11,"c5b6,e1g1",e8g8
5695,2523,2486,0-1,6,4,e1g1,c7c6
5694,2436,2524,1-0,4,9,e1g1,e8g8
5698,2426,2625,1-0,10,4,e1g1,e8g8
5689,2629,2697,0-1,7,"7,8,9,10",c2c3,"b8c6,b7c6,d8b6,e8g8"
5700,2573,2443,1-0,-,-,-,-
5691,2510,2346,1-0,"9,10,11,12",-,"e2e4,e2e3,c3d5,d5c7",-
5701,2588,2662,1/2-1/2,6,5,e1g1,e8g8
5697,2505,2568,0-1,"12,13,14,14","10,11","e4c5,g1h3,e1g1,e1g1","e8g8,e8g8"
5696,2577,2568,0-1,"11,12,13,13","10,11,12,13,15,15","e1g1,e2d3,g5e7,g5e7","h6f5,c6d5,b8c6,d8b6,a8c8,a8c8"
5699,2328,2508,1-0,"6,7,8,9,10,11","11,12,13,14,15","d4f3,c2c4,b1c3,b2b3,e1g1,d5e7","f6d5,e6d5,f6d5,f6d5,c8c6"
5702,2521,2588,0-1,"7,8,9,9",8,"c1e3,d1e2,e1c1,e1c1",a7a6
5707,2417,2545,0-1,7,"4,5",c2c4,"e8g8,e8g8"
5705,2415,2511,1-0,9,8,e1g1,e8g8
5708,2585,2583,0-1,-,-,-,-
5704,2520,2651,0-1,"6,7,8,9,10,12,14",-,"c4b3,b3c2,e1g1,b1a3,e1g1,e2d3,e1g1",-
5703,2449,2629,1-0,"11,12,12","10,11,12,13","d4d5,d4d5,d4d5","c6a5,e8g8,e8g8,b4d2"
5709,2553,2509,1-0,"7,8",7,"a2a4,e1g1",a7a6
5714,2710,2620,0-1,8,7,e1g1,e8g8
5713,2753,2795,1-0,8,"4,5,6,7,8",a2a3,"b4e7,c5b4,e8g8,c8b7,e8g8"
5706,2548,2482,1-0,"5,6,7,8,9","6,7,8,9,10,11,12,13,14,15","c4b3,b1c3,c1g5,b1c3,e1g1","c6d5,c8e6,d8a5,b8c6,b4c3,h7h6,d8a5,e6g4,d8a5,d8e7"
5712,2629,2572,0-1,"5,6,7,8,9",10,"e1g1,d3d4,c4b5,b5d7,a4d1",a7a6
5715,2532,2465,1/2-1/2,"12,15","4,5","d5c7,e8f6","d7d5,h7h6"
5716,2495,2574,1-0,"4,5",5,"d2d4,c2c4",b7b5
5710,2505,2384,1-0,"6,7,8,9,10,11,12",-,"d2d4,c4b3,e1g1,a2a4,e1c1,a2a4,e1c1",-
5719,2395,2526,0-1,-,-,-,-
5720,2508,2593,1-0,6,5,e1g1,e8g8
5717,2607,2591,1-0,8,6,d2d3,b8c6
5722,2513,2450,1-0,"8,9","6,7,8,9","e4d5,e1g1","b7c6,e8g8,c6d5,e8g8"
5721,2560,2511,1-0,6,8,e1g1,h6f7
5711,2664,2729,0-1,"8,9,10,11,12,13,14,15","4,5,6","b2c3,d3b1,h2h4,a2a3,d3c2,e2e4,h4h5,h5g6","d7d6,f6d7,e4c3"
5725,2565,2682,0-1,7,"4,5",e1g1,"d7d6,e8g8"
