Id,WhiteElo,BlackElo,Result,WhiteAttackIncrease,BlackAttackIncrease,WhiteCentralizationIncrease,BlackCentralizationIncrease
80139,1425,1441,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
80133,1711,1700,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80138,1405,1456,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80143,1898,1957,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80137,1309,1324,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1","0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80140,1222,1216,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
80146,1705,1719,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80141,1800,1774,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80147,1755,1780,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
80142,1335,1385,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80145,638,764,0-1,"1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
80148,1621,1613,1/2-1/2,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80144,1594,1603,1-0,"1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80150,1826,1786,1/2-1/2,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80152,1904,1901,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0"
80156,1557,1590,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
80149,800,717,1-0,"1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
80151,1483,1478,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0"
80153,998,1048,0-1,"1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
80157,1925,1879,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80154,1361,1314,1-0,"1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80161,1055,1047,1/2-1/2,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0"
80164,1001,1094,1-0,"1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80165,719,712,0-1,"1,0","0,1","1,0","0,1"
80162,1765,1775,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80159,1048,868,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80163,1883,1869,1/2-1/2,"1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0"
80155,1224,1181,1/2-1/2,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1"
80158,2158,2121,0-1,"1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0","0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80160,969,909,1-0,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80170,1828,1770,1/2-1/2,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
80171,976,955,0-1,"1,0,1,0,1,0,1,0","0,1,0,1,0,0,0,1","1,0,1,0,0,0,1,0","0,1,0,0,0,1,0,0"
80174,1730,1912,1-0,"1,0,1,0,1,0,1,0,0,0,1","0,1,0,1,0,1,0,0,0,0,0","1,0,0,0,1,0,1,0,0,0,1","0,1,0,0,0,0,0,1,0,0,0"
80167,1038,992,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1"
80172,1770,1786,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0"
80166,1846,1756,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
80168,1430,1443,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0","0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80169,1001,1030,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80180,1434,1158,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0","1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80179,1722,1494,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80176,1530,1567,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80178,1529,1549,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1"
80173,1896,1882,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80177,795,832,1-0,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
80185,1914,1738,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0"
80181,1560,1556,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80187,1755,1781,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1"
80182,1244,1254,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80184,1555,1656,0-1,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0","1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80175,1511,1568,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80189,1748,2038,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0","1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
80188,1749,1750,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
80192,1865,1887,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1"
80191,1522,1596,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
80190,940,974,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
80186,669,677,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80193,1830,1801,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1"
80194,1490,1475,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
80200,1419,1407,0-1,"1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1","1,0,0,0,0,0,1,0,0,0","0,1,0,0,0,1,0,1,0,0"
80197,1849,1836,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80198,1455,1382,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0"
80199,1284,1211,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80195,1859,1860,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
80196,1818,1798,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1","1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80204,1951,2094,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80206,1171,1232,1-0,"1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80202,1518,1465,0-1,"1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0","0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80201,1607,1600,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
80205,1823,1847,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80208,1781,1783,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0","1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0"
80183,1332,1377,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0","0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80207,1816,1806,1-0,"1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0","0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0","1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
80203,1193,1101,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1"
80211,1769,1773,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0"
80209,1431,1383,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0","1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0"
80214,1575,1555,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
80210,1686,1587,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
80216,1371,1367,1-0,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
80212,1561,1652,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0"
80213,1346,1308,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0","1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
80218,1205,1146,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
80219,1643,1638,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
