Id,WhiteElo,BlackElo,Result,WhiteAttackIncrease,BlackAttackIncrease,WhiteCentralizationIncrease,BlackCentralizationIncrease
74057,1327,1322,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74071,1844,1920,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74068,1306,1276,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
74063,994,976,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
74076,1897,1807,1-0,"1,0,1","0,1,0","1,0,1","0,1,0"
74070,1632,1614,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
74067,1708,1706,1/2-1/2,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74073,951,976,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1"
74075,1813,1714,1-0,"1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1","1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74079,1872,1905,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74077,1906,1897,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74074,1799,1800,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74072,1879,1883,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74069,1106,976,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74081,1461,1708,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74082,1682,1734,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74083,1697,1715,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74078,1810,1782,1-0,"1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74080,1387,1343,1-0,"1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74088,1715,1720,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74085,1408,1398,0-1,"1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74090,1812,1805,1-0,"1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74089,1773,1753,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1"
74087,1196,956,0-1,"1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
74092,1616,1628,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74091,1204,1264,0-1,"1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0"
74086,811,826,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1"
74096,1037,1018,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
74099,1314,1337,0-1,"1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0","0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
74098,1717,1740,1-0,"1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74084,1093,1094,0-1,"1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0"
74093,819,848,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
74097,949,886,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1"
74094,1551,1658,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74095,1462,1484,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
74103,2179,2174,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
74107,1377,1387,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74101,1823,1800,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
74100,1340,1331,0-1,"1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
74106,1497,1415,0-1,"1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1"
74102,1698,1614,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0"
74113,1520,1623,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1","1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0"
74105,1188,1191,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74112,947,965,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74109,1584,1583,1-0,"1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74110,2036,2052,0-1,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0","0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0","1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
74115,2018,2092,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1"
74104,1089,1142,0-1,"1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74111,1507,1530,1-0,"1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74108,1532,1476,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
74119,2030,2057,1-0,"1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
74114,972,848,1-0,"1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74122,1699,1811,0-1,"1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74118,1877,1876,1-0,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0"
74123,1700,1700,1-0,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74121,1858,1838,0-1,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
74124,1940,1983,0-1,"1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74120,1903,1859,0-1,"1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0","1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74125,1727,1742,0-1,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1","1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
74126,1733,1854,0-1,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74129,1985,1976,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0","1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74130,1990,2005,1-0,"1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
74117,1364,1400,1-0,"1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74116,1076,1158,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0","0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
74131,1809,1890,1-0,"1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0","1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1"
74135,2212,2127,0-1,"1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74132,1891,1894,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0"
74136,1394,1469,1/2-1/2,"1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1","1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74134,1405,1397,1-0,"1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0","1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74138,977,1033,1-0,"1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1"
74127,858,965,0-1,"1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74139,1365,1381,0-1,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0"
74140,1939,1940,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
74128,1182,1074,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0","0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74137,1460,1553,1-0,"1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74133,1338,1378,0-1,"1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0","0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0","1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
74142,1892,1863,0-1,"1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0","0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0","1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
74146,1851,1818,1-0,"1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0","0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0","1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
74143,1058,945,1-0,"1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0","0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0"
74150,1321,1316,1-0,"1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0"
