Id,WhiteElo,BlackElo,Result,ConsideredMovesWhite,BestPieceMovesCountWhite,ConsideredMovesBlack,BestPieceMovesCountBlack
64867,1727,1695,0-1,8,1,7,3
64874,1657,1670,0-1,8,3,8,2
64870,818,733,1/2-1/2,5,2,9,2
64875,1494,1555,1-0,10,1,7,3
64868,1942,1984,1-0,8,3,10,1
64869,1514,1458,0-1,5,2,10,3
64871,1463,1564,0-1,9,4,6,2
64872,1300,1386,0-1,10,2,9,3
64878,2002,2016,1-0,8,2,8,2
64879,1457,1486,1-0,3,0,2,0
64881,961,958,0-1,7,2,5,2
64876,988,1017,0-1,7,2,8,2
64882,1788,1759,1-0,7,2,9,2
64873,1580,1641,1-0,10,3,10,2
64883,1509,1421,1-0,7,3,8,3
64885,1632,1619,1-0,5,2,4,0
64877,995,1050,0-1,10,1,8,1
64880,1477,1414,1-0,10,3,9,1
64886,1563,1480,1-0,8,1,10,1
64884,861,899,1-0,6,1,10,0
64889,1068,1055,0-1,7,2,9,2
64891,1192,1281,1-0,8,3,10,2
64892,1147,1192,0-1,7,1,5,2
64894,1610,1516,1-0,8,1,5,1
64893,2047,2042,1-0,10,1,7,1
64890,1742,1756,0-1,10,2,10,2
64888,1594,1663,0-1,10,1,10,1
64896,1451,1442,0-1,5,0,7,2
64895,1655,1652,1-0,10,4,7,2
64887,1604,1644,1-0,9,2,9,2
64897,1274,1323,0-1,7,3,6,2
64900,1437,1475,1-0,7,2,8,2
64898,1307,1213,1-0,10,3,7,2
64903,1348,1336,0-1,4,1,4,1
64899,1776,1695,1-0,10,2,10,1
64901,1981,1991,1-0,10,3,10,1
64904,1813,1820,1-0,10,2,8,3
64902,1771,1796,1-0,8,3,10,1
64907,1061,1008,1-0,5,2,8,1
64910,1805,1842,0-1,4,2,8,2
64913,1779,1797,1-0,10,2,4,3
64908,2168,2129,1-0,10,1,9,2
64911,1399,1403,1/2-1/2,10,1,4,1
64905,1345,1247,1-0,10,4,10,3
64912,1911,1840,0-1,6,2,9,3
64909,1916,1691,0-1,10,3,10,0
64920,1669,1688,1-0,7,1,3,1
64914,1983,2078,0-1,9,3,8,2
64916,1938,1910,1-0,8,2,7,2
64906,2115,2121,0-1,10,2,9,1
64915,1221,1197,1-0,6,2,7,1
64923,686,840,1-0,3,2,5,2
64918,2254,2256,0-1,10,3,9,1
64922,1012,998,1-0,8,1,3,2
64925,1807,1757,0-1,9,3,5,2
64917,916,844,1-0,6,0,9,1
64921,2177,2081,0-1,7,2,5,1
64919,1039,1050,1-0,10,1,7,4
64924,1940,1861,1-0,8,1,8,3
64927,1948,1991,1-0,7,2,10,3
64931,1751,1779,0-1,8,1,6,1
64929,1094,1054,0-1,9,3,6,2
64930,1177,1183,1-0,7,1,10,1
64926,1670,1609,0-1,10,2,10,3
64934,1496,1437,0-1,10,2,9,2
64928,1427,1421,1-0,9,2,9,1
64932,1697,1660,1-0,9,2,7,1
64939,1959,1942,0-1,8,0,6,2
64933,2101,2064,1-0,9,1,10,2
64935,2095,2089,1-0,7,0,10,2
64937,1993,1871,1-0,10,3,10,2
64944,1755,1787,1/2-1/2,5,3,10,4
64943,1627,1523,0-1,10,1,10,2
64941,1972,1859,1/2-1/2,10,2,10,3
64936,1775,1896,0-1,10,2,10,2
64945,1901,1906,0-1,6,2,10,2
64947,1969,1975,0-1,6,3,7,1
64940,1524,1508,0-1,10,2,9,0
64938,974,917,0-1,10,2,10,0
64952,1107,1117,1/2-1/2,3,2,3,2
64946,844,899,0-1,10,3,4,1
64949,1265,1329,0-1,6,3,7,2
64942,1925,1864,1-0,10,1,10,2
64954,1420,1511,1-0,10,4,9,2
64948,1922,1956,0-1,9,2,8,3
64956,832,774,1-0,4,1,4,1
64955,1907,1844,1-0,10,1,7,2
64951,1994,2019,0-1,10,0,6,2
64950,1776,1764,0-1,7,3,10,1
64953,1348,1301,1-0,10,1,6,1
64960,1217,1201,0-1,8,3,10,3
64963,1905,1878,1-0,10,1,5,1
64958,1633,1662,0-1,7,2,10,1
64959,1279,1176,0-1,9,3,8,1
64961,882,992,1-0,9,2,10,2
64957,891,864,0-1,9,2,8,3
64964,1923,2004,1-0,5,2,8,1
64962,1027,1131,0-1,6,2,10,1
64965,1435,1403,0-1,10,2,6,1
64972,2091,2054,1-0,5,1,6,1
64968,1973,2005,1-0,10,1,7,2
64967,1582,1528,1-0,9,1,7,3
64971,966,1044,1-0,5,2,10,1
64969,1390,1378,0-1,7,2,10,3
64973,1822,1765,0-1,6,4,7,2
64966,953,794,0-1,6,1,10,2
64977,1673,1677,1-0,7,2,8,1
64976,1329,1329,0-1,8,2,7,2
64979,1623,1653,1-0,7,3,10,1
64970,1520,1528,0-1,10,2,9,3
64978,1491,1439,1-0,10,1,10,3
64982,2013,1936,1-0,9,2,6,3
64980,1274,1308,1-0,9,1,7,2
64974,1051,954,0-1,6,2,10,1
64975,1150,1149,0-1,9,1,8,2
64985,1741,1812,0-1,10,3,8,4
64981,1502,1499,0-1,6,0,8,1
64991,1027,1034,1-0,7,2,5,2
64992,1541,1452,0-1,6,3,4,3
64986,1278,1295,0-1,6,1,10,1
64990,1562,1562,1-0,9,2,5,1
64983,1500,1500,1-0,9,4,10,2
64988,1733,1710,0-1,7,1,8,1
64987,1404,1501,1-0,10,3,5,2
64989,1102,1087,0-1,7,4,10,3
64984,1214,1187,1-0,10,3,9,2
64994,1243,1279,1-0,4,2,8,3
64993,1763,1765,1-0,9,2,10,2
64995,1570,1593,1-0,8,1,8,3
64999,1284,1287,1-0,7,3,6,2
64996,1460,1446,1/2-1/2,10,3,7,2
65004,1721,1772,1-0,8,3,8,2
64997,1818,1757,0-1,8,4,10,2
65000,1199,1234,1-0,9,3,10,1
65002,1228,1209,0-1,10,2,6,3
64998,1291,1301,1-0,10,2,10,2
65003,1271,1244,1-0,8,3,8,2
65001,1445,1254,1-0,6,4,10,0
65008,1542,1529,0-1,6,1,6,2
65007,2091,2201,1/2-1/2,10,4,6,3
65013,1416,1409,1-0,4,2,4,2
65009,1955,1856,1/2-1/2,7,3,6,2
65006,1802,2083,1/2-1/2,10,3,6,3
65005,1861,1887,0-1,8,2,6,0
65012,1107,1335,1-0,7,2,6,1
65011,1560,1540,1-0,10,2,6,0
65020,2076,2048,1-0,6,3,10,2
65016,1773,1750,0-1,9,2,10,4
65010,1065,1050,0-1,5,0,10,2
65014,1557,1607,0-1,10,2,10,2
65017,1172,1129,1-0,6,2,10,1
65019,970,995,0-1,4,2,9,1
65026,1188,1301,0-1,4,2,3,2
65018,1424,1426,1-0,5,1,10,2
65025,1478,1490,0-1,10,1,7,2
65023,1913,1901,0-1,6,3,9,3
65015,1173,1130,1-0,6,3,10,4
65029,1275,1284,0-1,5,1,5,2
65021,1007,988,0-1,8,3,9,2
65022,1838,1776,1-0,7,1,10,0
65028,1800,1797,1-0,6,1,10,3
65024,1906,1965,0-1,10,2,10,2
65031,1892,1903,1-0,6,0,7,3
65034,1484,1447,0-1,6,3,9,3
65027,1950,1953,1-0,5,2,10,2
65030,1772,1795,0-1,10,1,8,4
65032,1661,1635,1-0,10,2,4,1
65036,1505,1516,0-1,5,1,7,1
65037,1031,1036,1-0,7,1,6,1
65033,1800,1864,0-1,7,3,10,0
65038,2017,1932,1-0,10,2,9,2
65042,1579,1659,1-0,4,2,4,1
65043,1420,1374,1-0,9,1,5,1
65040,1516,1434,0-1,6,2,10,0
65041,1581,1510,1-0,6,2,10,1
65035,1142,1176,1-0,10,3,8,2
65048,870,724,1/2-1/2,3,2,3,2
65049,844,829,0-1,3,2,3,1
65051,1463,1481,0-1,8,2,5,2
65039,1537,1551,0-1,4,2,10,0
65046,1466,1484,0-1,7,0,6,1
65045,1499,1500,1-0,10,2,10,1
65044,1827,1832,1-0,7,2,10,2
65052,1487,1542,0-1,6,2,9,1
65050,1636,1731,1-0,10,4,8,1
65054,2171,2145,1-0,9,3,10,1
65055,1906,1915,1-0,7,4,9,3
65053,1837,1814,1-0,8,1,10,2
65047,1113,1137,0-1,8,2,9,2
65059,1154,1170,0-1,8,3,6,2
65061,1519,1557,1-0,8,3,5,3
65057,1599,1579,1-0,8,3,10,1
65060,1705,1647,1-0,6,1,7,1
65064,2096,2125,1-0,4,2,7,0
65065,1801,1856,0-1,7,3,6,2
65058,1959,1940,1-0,10,2,5,2
65067,1783,1766,1-0,4,2,9,3
65056,1633,1630,1-0,10,2,10,1
65063,1831,1801,1/2-1/2,10,2,7,3
65068,1377,1393,1-0,9,2,4,3
65066,1673,1703,1-0,9,3,9,2
65071,1902,2012,0-1,7,1,4,2
65069,1409,1395,0-1,10,4,7,2
65070,1203,1208,1-0,8,0,7,0
65073,1109,1063,0-1,10,3,8,2
65077,1521,1468,0-1,4,1,7,3
65062,1167,1415,1-0,10,2,6,0
65074,1760,1782,0-1,7,2,10,1
65078,1882,1938,0-1,7,2,7,1
65076,1861,1909,0-1,10,0,7,3
65075,1286,1312,1-0,6,0,10,3
65072,1325,1386,0-1,8,1,10,0
65079,1084,1142,1-0,10,1,3,2
65082,2106,2102,1-0,7,3,9,2
65080,1275,1269,1-0,10,2,6,2
65083,2222,2214,1-0,6,2,6,2
65084,1660,1562,1/2-1/2,6,2,9,2
65081,1194,1164,0-1,10,2,8,2
65087,2175,2165,0-1,8,4,6,2
65088,1675,1702,0-1,7,2,4,3
65085,1449,1508,0-1,3,1,10,0
65086,1539,1456,0-1,10,1,10,2
65089,1404,1399,1-0,10,2,6,1
65094,1409,1423,0-1,10,2,6,2
65090,1221,1183,0-1,9,1,10,1
65099,1545,1539,0-1,7,3,5,3
65095,1186,1255,1-0,10,1,5,1
65096,1725,1700,1-0,9,2,5,2
65097,1174,1155,1/2-1/2,5,1,6,1
65091,1370,1306,1-0,10,3,10,2
65104,1798,1698,1-0,7,3,4,3
65092,1460,1420,1-0,10,1,8,2
65093,2031,2041,1-0,10,3,10,1
65100,2026,1735,1-0,6,3,10,2
65101,1390,1396,1-0,8,2,5,2
65105,1607,1625,1-0,8,3,4,2
65102,1745,1761,1-0,8,1,6,2
65103,2036,2012,1-0,5,3,10,2
65106,1826,1830,1-0,6,1,10,3
65113,1485,1462,0-1,7,3,5,1
65110,1867,1853,0-1,10,4,10,2
65108,1430,1408,1-0,10,2,7,1
65109,2051,2055,1-0,10,2,10,1
65107,2019,1980,1-0,10,3,10,1
65098,1272,1305,0-1,10,2,9,2
65112,2049,2017,1-0,7,3,10,0
65118,1551,1456,1-0,6,2,5,2
65111,1627,1548,0-1,10,1,10,0
65119,2062,2006,0-1,6,2,10,2
65116,1297,1347,0-1,7,2,10,2
65115,1452,1445,0-1,8,1,10,3
65117,1511,1556,0-1,10,3,5,3
65120,1763,1762,1-0,6,0,10,0
65114,1780,1802,0-1,10,1,8,1
65122,2107,1950,1-0,5,3,10,2
65127,976,865,0-1,7,2,5,2
65130,1379,1497,0-1,0,0,0,0
65123,2019,2032,1-0,6,2,10,2
65125,1696,1698,0-1,10,2,9,1
65124,1270,1305,1-0,10,2,10,2
65121,1314,1306,1-0,10,2,9,3
65126,1932,1634,1-0,9,0,10,1
65136,1439,1461,0-1,6,0,5,1
65131,2054,2104,1-0,8,3,8,1
65128,1798,1808,1/2-1/2,10,3,6,1
65135,2003,1984,0-1,10,3,8,3
65129,1978,1859,1-0,6,1,10,2
65134,1203,1243,1-0,9,1,9,0
65133,1872,1676,0-1,10,2,10,3
65132,1097,1092,1/2-1/2,10,2,9,1
65138,1763,1688,1-0,10,2,8,2
65137,1359,1363,1-0,8,4,10,2
65141,1724,1714,0-1,6,3,7,2
65147,1835,1846,0-1,8,3,10,4
65143,1459,1439,1-0,6,2,7,3
65139,1165,1161,0-1,10,1,10,1
65142,1618,1715,1-0,7,2,8,2
65140,1625,1603,0-1,10,3,10,1
65145,1912,1954,1-0,10,0,6,2
65149,1363,1391,0-1,4,2,9,1
65146,1313,1313,0-1,10,3,10,2
65151,1916,1905,0-1,5,3,10,2
65153,1375,1356,0-1,6,3,6,1
65148,1614,1594,0-1,10,3,7,3
65156,1053,1073,1-0,8,3,7,3
65144,1379,1311,1-0,10,1,10,3
65154,1847,1859,1-0,10,2,8,2
65150,1252,1301,1-0,10,1,9,1
65158,1034,1046,0-1,10,2,6,3
65157,1536,1412,1-0,10,2,10,3
65155,775,841,0-1,10,1,6,2
65161,854,869,0-1,5,1,10,2
65164,1922,1945,1-0,7,2,6,3
65152,747,678,1-0,10,0,10,1
65162,1410,1407,0-1,7,2,7,3
65169,1925,1909,1-0,7,2,5,3
65163,2049,1950,1-0,6,2,10,0
65159,949,995,0-1,10,1,9,1
65165,1619,1732,0-1,7,2,10,3
65160,1404,1346,1-0,10,3,10,2
65166,1755,1778,1-0,7,2,9,2
65173,1847,1876,0-1,9,2,7,2
65167,2101,1980,0-1,8,3,10,2
65168,1665,1662,0-1,10,3,10,3
65170,2041,2072,1-0,8,1,8,3
65175,1095,1093,0-1,7,3,9,4
65172,1835,1761,0-1,6,0,7,2
65177,1423,1465,0-1,9,4,8,3
65174,1359,1362,0-1,9,1,8,2
65171,1429,1390,1-0,9,2,4,2
65176,1940,1772,0-1,10,2,10,3
65179,1655,1863,0-1,10,1,8,2
65178,1576,1687,1-0,9,1,6,2
65182,1547,1547,0-1,7,2,6,0
65180,1273,1214,1-0,10,2,10,2
65186,1966,1884,1-0,3,0,2,1
65181,1386,1387,1-0,9,2,8,4
65185,566,717,1-0,4,1,4,2
65187,1086,971,0-1,10,2,6,2
65190,1293,1347,0-1,6,2,8,2
65184,1711,1682,0-1,6,1,10,1
65183,950,954,0-1,8,0,7,2
65188,2095,2255,0-1,8,2,10,1
65189,1110,1099,1-0,8,3,10,2
65191,1782,1788,0-1,10,3,8,1
65192,1619,1570,0-1,7,2,10,1
65194,1731,1750,0-1,9,1,8,2
65198,1273,1173,0-1,8,1,7,2
65197,1690,1699,0-1,7,1,6,1
65195,922,807,0-1,8,0,9,2
65204,1364,1361,0-1,6,2,4,2
65199,1987,1913,0-1,9,2,10,2
65196,1915,1879,1-0,10,2,10,2
65193,1697,1864,1/2-1/2,10,1,10,2
65203,1494,1479,0-1,6,1,10,2
65200,1793,1822,1-0,10,2,10,2
65202,1691,1683,1-0,10,3,7,2
65209,1846,1841,1-0,6,2,4,2
65206,2083,2062,1-0,7,3,4,1
65208,1653,1650,1-0,6,1,7,1
65207,1013,997,0-1,8,0,9,2
65212,1744,1617,1-0,10,2,9,2
65215,1506,1525,1-0,4,1,5,1
65211,864,965,0-1,10,2,7,2
65216,1262,1267,1-0,9,3,7,2
65219,892,911,0-1,4,1,4,1
65210,956,863,0-1,8,3,7,2
65201,1428,1432,1-0,9,2,10,2
65213,1626,1652,1-0,10,2,10,1
65205,1317,1261,1-0,10,3,10,3
65214,1105,1076,0-1,10,1,8,1
65224,1774,1801,0-1,4,2,4,2
65221,1567,1551,0-1,10,1,9,1
65217,1579,1571,0-1,10,2,10,2
65218,1674,1690,1-0,10,1,8,1
65220,1782,1782,0-1,8,1,10,2
65227,1411,1451,0-1,6,3,4,1
65222,1332,1360,0-1,10,1,7,2
65226,1728,1748,1-0,10,1,10,1
65225,1471,1396,0-1,10,2,7,1
65231,1488,1518,0-1,6,2,6,2
65229,1638,1596,0-1,10,1,8,2
65223,1217,1264,0-1,10,2,10,2
65237,1330,1330,0-1,6,2,7,3
65232,1165,1148,1-0,10,2,6,1
65236,933,978,0-1,9,3,8,2
65234,1811,1789,0-1,8,3,8,3
65228,2077,1885,1-0,10,1,9,0
65235,2104,2181,1/2-1/2,10,3,6,1
65233,1720,1748,1-0,10,1,8,1
65244,1036,934,0-1,5,2,4,1
65242,2052,2022,1-0,7,1,6,2
65243,1101,1086,1-0,7,2,3,1
65230,1707,1714,1-0,10,0,10,1
65238,1713,1720,0-1,10,1,10,2
65240,1806,1758,1-0,10,1,9,2
65239,1646,1627,1-0,10,1,10,2
65241,555,586,1-0,9,1,6,1
65247,1108,1112,1-0,7,2,7,3
65246,1546,1578,0-1,10,2,10,1
65252,1182,1170,1-0,4,1,10,1
65250,1608,1629,1-0,8,3,6,2
65253,1500,1392,1-0,8,3,8,2
65245,1727,1739,0-1,10,2,6,2
65249,1948,1943,1-0,7,2,10,3
65248,1927,1870,1-0,7,2,10,2
65251,2088,2078,0-1,10,1,7,3
65256,1172,1225,1-0,5,2,4,2
65257,1237,1242,0-1,7,3,7,2
65263,1416,1415,1-0,6,1,3,2
65258,2195,2016,1-0,7,2,7,3
65262,2000,2294,0-1,8,3,9,2
65255,1710,1705,1-0,10,1,7,1
65254,1177,1135,1-0,10,3,10,2
65261,875,880,0-1,6,2,6,1
65267,1552,1543,0-1,4,2,9,2
65260,1751,1848,1-0,10,0,10,0
65264,1167,1286,1-0,4,2,10,3
65270,1756,1694,1-0,10,2,6,3
65266,1456,1453,1-0,7,1,5,0
65259,1271,1268,1/2-1/2,10,1,9,3
65268,916,983,1-0,3,2,8,3
65272,1966,1943,1-0,5,2,9,3
65265,2041,1988,1-0,7,1,10,2
65275,1264,1335,0-1,8,1,7,3
65276,1497,1524,0-1,10,1,7,3
65271,1002,988,1-0,10,3,10,1
65274,1695,1668,0-1,10,1,9,3
65279,1933,1949,1-0,7,2,9,2
65280,1455,1389,0-1,8,1,10,3
65277,1731,1649,1-0,8,2,9,2
65278,951,1051,0-1,9,2,7,2
65273,1393,1246,1-0,10,2,9,2
65269,1477,1474,0-1,7,3,10,1
65282,1175,1136,0-1,5,1,7,2
65289,1939,1915,1-0,6,3,8,3
65284,1382,1362,1-0,9,3,10,3
65285,1357,1373,1-0,8,2,9,3
65287,2184,2138,1/2-1/2,6,3,8,1
65283,1679,1663,0-1,8,2,7,1
65288,1910,2012,0-1,7,1,8,3
65281,1109,1132,0-1,9,3,10,3
65292,1967,1946,1-0,6,3,7,2
65286,1141,1252,0-1,10,2,8,3
65298,1877,1929,1-0,7,3,10,2
65294,1204,1223,0-1,6,2,10,1
65295,1686,1620,0-1,8,3,7,3
65291,1334,1326,0-1,10,2,5,2
65290,1706,1716,0-1,10,2,10,2
65293,1477,1467,1-0,10,2,8,0
65304,1253,1240,0-1,4,2,4,3
65296,1580,1557,0-1,9,2,10,1
65301,1662,1620,1-0,5,1,7,1
65297,1731,1858,0-1,8,2,8,2
65299,2061,2038,1-0,6,2,10,3
65307,1154,1242,0-1,4,2,6,3
65303,994,1056,0-1,5,1,9,1
65302,1151,1145,0-1,10,2,5,2
65309,806,873,0-1,6,1,3,2
65305,1289,1294,0-1,10,3,8,3
65310,2045,1942,1-0,6,3,7,1
65312,1891,1892,0-1,7,2,10,2
65300,1560,1855,1-0,9,3,10,2
65315,1748,1809,1-0,6,3,9,3
65306,1190,1116,1-0,7,2,9,4
65313,1863,1876,0-1,10,1,7,1
65319,1285,1393,0-1,6,2,5,1
65308,1886,1857,0-1,10,4,10,1
65314,2063,2204,0-1,7,0,8,3
65321,1847,1849,1-0,8,3,9,2
65316,1733,1734,1-0,6,3,9,2
65322,1787,1783,1-0,9,2,9,2
65326,1799,1785,1-0,2,0,2,0
65311,1711,1682,0-1,10,2,6,1
65318,1807,1808,0-1,10,2,7,2
65325,1688,1703,0-1,8,2,6,3
65320,1549,1535,1-0,10,2,5,2
65317,1074,1085,0-1,10,1,9,1
65324,1798,1787,1-0,7,0,10,3
65323,2114,2116,1-0,8,2,9,3
65328,1904,1921,0-1,10,1,6,3
65329,1469,1640,0-1,8,1,7,3
65330,997,1146,0-1,10,2,7,2
65327,1823,1841,1-0,10,2,7,2
65331,1632,1585,1-0,10,1,9,2
65336,1588,1565,0-1,10,2,5,3
65334,1156,1210,0-1,7,3,5,1
65338,1928,1915,1-0,7,2,10,1
65332,1135,1116,0-1,10,1,9,3
65335,1429,1453,1-0,10,3,4,1
65333,935,814,1-0,8,1,10,1
65337,1609,1610,0-1,6,1,8,2
65342,1323,1264,0-1,10,2,7,3
65344,1696,1702,1-0,8,1,9,2
65348,1298,1193,1-0,6,2,5,1
65341,1699,1712,1-0,10,2,10,2
65339,1197,1277,0-1,9,3,7,2
65345,1379,1406,0-1,6,1,8,3
65343,1355,1371,0-1,8,1,10,2
65346,1782,1709,1-0,8,2,9,1
65340,1102,1177,1-0,7,3,10,0
65347,1151,1186,0-1,7,2,10,2
65351,1444,1455,0-1,10,2,8,3
65352,1750,1749,0-1,7,2,5,1
65354,1419,1312,0-1,8,2,8,2
65355,1817,1822,0-1,10,3,7,3
65350,1455,1579,1-0,8,1,8,0
65349,1154,1164,0-1,10,3,9,0
65353,1176,1094,1-0,10,1,10,2
65357,1512,1563,0-1,9,1,9,1
65358,2060,2081,1-0,10,3,10,2
65356,1136,1226,1-0,10,1,10,2
65362,1680,1663,0-1,5,1,5,3
65359,1070,1031,0-1,9,2,6,3
65360,2275,2204,1-0,7,3,7,2
65361,1832,1857,0-1,6,1,7,1
65364,1814,1776,1-0,10,2,7,1
65371,2052,2012,0-1,6,3,10,2
65365,1962,2005,0-1,8,2,8,2
65366,1841,1833,0-1,10,2,7,1
65370,934,966,0-1,9,1,10,1
65363,1712,1741,0-1,9,1,10,0
65367,1902,1846,1-0,7,3,10,3
65368,1281,1299,0-1,8,2,8,2
65369,1799,1780,0-1,9,2,7,2
65372,1500,1741,0-1,6,2,6,1
65376,1772,1804,1-0,7,2,5,2
65373,1746,1728,1-0,10,2,5,3
65378,2106,1929,1-0,8,2,5,2
65374,1608,1609,1/2-1/2,8,2,7,1
65377,1755,1790,1-0,8,2,6,3
65379,662,692,1-0,5,0,5,1
65381,1810,1891,1-0,9,2,5,2
65380,1416,1395,0-1,10,2,7,3
65383,1927,1922,1-0,5,2,9,1
65375,824,923,1-0,10,1,7,2
65382,1113,1066,1-0,6,2,8,1
65384,1539,1531,1-0,8,2,8,2
65385,2031,2069,1/2-1/2,7,2,10,2
65387,1219,1267,1-0,9,2,7,1
65389,1783,1797,0-1,7,3,8,3
65391,1459,1734,0-1,6,1,10,2
65388,1923,1949,1-0,9,3,7,3
65386,1248,1248,0-1,9,1,10,2
65397,1957,1937,0-1,7,1,7,1
65390,1812,1524,1-0,10,0,10,3
65394,1215,1245,1-0,5,1,10,2
65393,1361,1252,1-0,10,2,7,2
65396,1502,1477,0-1,7,1,8,2
65392,1414,1456,1-0,10,1,9,1
65398,2162,2121,1-0,10,2,5,1
65400,1802,1741,0-1,7,1,7,1
65405,1573,1666,0-1,8,1,6,2
65395,764,773,1-0,6,1,10,3
65404,1872,1917,0-1,9,2,10,1
65401,1727,1726,1-0,10,2,7,1
65399,1350,1430,0-1,8,1,10,1
65407,1641,1611,1-0,10,3,10,2
65403,2004,1991,1-0,7,4,9,4
65413,1469,1619,1-0,1,0,0,0
65410,1801,1762,1/2-1/2,6,2,6,3
65402,1542,1626,1-0,10,1,10,0
65408,1537,1568,1-0,9,2,4,3
65406,1302,1288,1-0,6,2,10,2
65417,798,720,0-1,1,0,1,0
65412,1643,1645,0-1,10,3,6,3
65416,1442,1441,0-1,10,1,6,3
65419,1844,1877,0-1,8,2,6,1
65414,1511,1483,1-0,5,3,9,2
65415,1581,1500,0-1,8,1,10,1
65411,1522,1591,1/2-1/2,7,1,8,3
65420,1809,1818,0-1,8,2,7,2
65409,1228,1408,1/2-1/2,5,1,10,3
65425,1440,1445,1/2-1/2,7,2,6,3
65427,992,979,1-0,9,1,7,2
65426,1104,1194,1-0,7,3,7,3
65424,1646,1548,1-0,10,2,6,2
65418,1733,1746,1-0,10,3,9,1
65429,1047,1078,1-0,6,2,7,2
65430,1186,1157,0-1,8,3,5,2
65422,1037,903,1-0,9,3,8,3
65421,1088,1071,0-1,7,3,10,2
65423,1842,1832,1-0,10,2,10,0
65431,2177,2116,1-0,7,1,8,0
65436,1948,1980,0-1,6,2,7,1
65428,778,791,0-1,8,3,8,3
65434,1580,1643,0-1,5,3,7,2
65437,2251,2288,0-1,10,3,10,2
65439,1929,2008,1-0,7,2,10,1
65432,1777,1764,1-0,9,3,5,2
65438,1585,1350,1-0,10,0,6,1
65435,2270,1986,1/2-1/2,10,2,4,2
65443,1985,2027,1/2-1/2,5,3,6,4
65442,1387,1399,0-1,4,1,9,3
65444,1273,1262,1-0,8,3,4,3
65441,1582,1532,0-1,8,2,10,2
65446,980,1014,0-1,7,2,10,2
65433,1579,1554,0-1,10,2,10,1
65451,1228,1213,1-0,7,3,4,2
65445,1701,1660,0-1,8,1,9,2
65440,1301,1247,1-0,10,1,10,1
65450,1478,1540,0-1,6,2,10,1
65452,1262,1149,1-0,10,2,10,2
65453,942,937,1-0,9,1,7,2
65448,1695,1695,1-0,6,2,10,2
65449,1912,1863,1-0,8,2,8,1
65447,1054,897,0-1,10,1,9,2
65460,1297,1353,1-0,10,3,6,3
65456,1284,1327,1-0,7,3,9,2
65459,1706,1679,1-0,5,2,5,0
65458,1354,1350,1-0,8,1,7,3
65455,1668,1719,1/2-1/2,9,4,10,2
65461,1941,1895,0-1,4,1,10,1
65454,1204,1273,1-0,10,2,8,0
65466,1183,1148,1-0,10,2,5,1
65462,1197,1139,0-1,9,1,6,2
65465,2135,2140,1-0,9,2,10,1
65469,1761,1769,1-0,6,1,8,0
65464,1957,1984,1-0,10,2,8,1
65463,1156,1157,0-1,4,0,10,2
65473,1162,1185,0-1,10,2,7,2
65457,987,972,1-0,9,2,9,1
65468,1987,1971,1/2-1/2,10,0,10,2
65467,758,772,1-0,8,1,9,1
65470,2127,2114,1-0,6,2,8,3
65475,1845,1754,0-1,10,1,10,3
65471,1470,1470,1-0,10,2,8,3
65477,2013,2106,1-0,8,3,7,1
65476,1791,1792,1-0,9,3,10,1
65478,2216,2214,1-0,6,3,10,3
65484,1940,1877,1-0,10,2,7,2
65479,1906,2121,0-1,9,3,9,3
65472,1365,1366,1-0,6,2,10,2
65481,1512,1509,1-0,5,4,8,3
65483,1773,1800,1-0,10,1,10,2
65480,1644,1672,0-1,10,2,10,3
65474,1276,1266,0-1,9,1,10,2
65490,1395,1450,1-0,4,1,6,3
65486,1525,1525,1-0,7,1,9,1
65488,1511,1551,1-0,10,2,5,1
65487,1442,1455,1-0,10,2,7,3
65491,1790,1938,0-1,5,1,10,1
65482,676,722,0-1,10,1,10,0
65489,1288,1307,0-1,9,2,10,2
65493,1838,1790,1-0,9,1,10,1
65485,2040,1790,1-0,7,2,7,2
65494,1306,1312,1-0,10,1,10,2
65496,2036,2123,0-1,9,1,4,2
65498,1462,1454,1-0,8,3,6,2
65492,1315,1316,1-0,10,3,7,1
65495,1573,1604,1-0,8,4,10,1
65500,1439,1415,0-1,9,4,7,1
65499,2267,2166,1-0,8,2,10,2
65501,1888,1912,1-0,6,2,9,3
65497,1672,1575,1-0,10,2,10,1
65504,1420,1416,1-0,5,3,9,0
65507,1404,1399,0-1,6,3,9,2
65508,1476,1488,1-0,5,1,5,1
65506,1361,1387,0-1,7,3,8,3
65512,2186,2133,1-0,7,2,4,2
65511,1906,1922,0-1,6,2,5,1
65505,1697,1697,1-0,10,1,9,1
65510,1936,1992,1-0,6,2,7,1
65502,1419,1433,1-0,9,2,8,0
65515,1048,1130,0-1,5,2,5,3
65517,1581,1432,0-1,10,1,9,2
65519,1600,1622,1-0,5,2,6,3
65514,1699,1789,0-1,6,0,5,2
65516,1311,1299,1-0,8,1,8,3
65503,1054,932,1-0,9,2,10,1
65523,1745,1739,0-1,7,2,4,2
65521,1647,1642,0-1,5,3,4,1
65509,962,901,0-1,10,0,9,1
65526,1529,1566,1-0,6,2,5,1
65525,1661,1500,1-0,4,2,8,0
65520,1415,1518,0-1,5,1,10,1
65518,1899,1903,1-0,10,2,9,3
65513,1960,1920,1-0,9,2,10,1
65530,1193,1227,1-0,3,1,2,0
65522,2157,2171,0-1,10,2,6,3
65524,1705,1500,1-0,6,2,10,2
65528,1973,2077,1-0,10,1,10,2
